sentence1	sentence2	gold_label
The New Wiper Blades<br>Mary was having trouble seeing out of her windshield. Her wiper blades weren't working properly. Mary stopped at a car parts store. She found the proper sized blades. Mary bought the blades and installed them on her car.	Mary drove to a car parts store. 	entailment
Blinky's Fun Club was a children's television program blending such elements as vaudeville and animation that first aired on CBS-Affiliated station KKTV in Colorado Springs, Colorado from 1958 to 1966 and then on KWGN-TV in Denver, Colorado, from 1966 to 1998. KWGN's general manager William Ross cancelled the show in 1998.	Many child viewers of Blinky's Fun Club are now grandparents.	neutral
How to be sexually empowered<br>Learn about safe sex. In order to be sexually empowered, it is important to understand the potential consequences of sex and how to protect yourself from them. The more knowledgeable you are about sex, the better equipped you will be to make the right decisions for yourself.	Sex can be dangerous without knowledge.	neutral
"The Italian Pirate Party (Italian: ""Partito Pirata Italiano"" ) is a political party in Italy, founded on 16 September 2006, modelled on the Pirate Party of Sweden, founded earlier that year. It supports reform of copyright and patent law, privacy and freedom of expression."	The Italian Pirate Party was first created in the UK 	contradiction
In Texas I tried to do something innovative. There's a lot of talk about trigger locks being on guns sold in the future. I support that. But I said if you want a trigger lock to make your gun safe, come and get one for free. So we're distributing in our State of Texas for free.	I've live in Texas in the past.	neutral
How to catch a moth<br>Learn about moth behavior. Acquaint yourself with moth behavior before you begin catching the insects. This may help you more effectively catch a moth or moths.	Moths can fly. 	neutral
Mr. President, the next question is to you. We all know that Social Security is running out of money, and it has to be fixed. You have proposed to fix it by letting people put some of the money collected to pay benefits into private savings accounts. But the critics are saying that's going to mean finding $1 trillion over the next 10 years to continue paying benefits as those accounts are being set up.	the president did not follow up on his promises	neutral
"Customers came from all over the south visited Shoreham Knitting and Needlecraft to celebrate its 45th anniversary and Rowan Flagship status. The East Street shop hosted an autumn/winter showcase on Friday and designer Martin Storey was the special guest on Saturday. He signed copies of his books, including his new AW17 titles Journeyman, Easy Cable Knits and Learn to Knit Cables, and took time to chat with customers, before picking the winning ticket in the Rowan anniversary draw. Owner Monica Hardman said: ""Customers came from all over the south to visit our shop and meet Martin Storey."""	Shoreham is the in the southern united states	neutral
How to make edible sugar crystals<br>Tie cotton or wool string around a popsicle stick or a pencil. Using scissors, cut the string to 3/4 length of the jar you will use. Heat a small amount of water to boiling.	Edible sugar crystals contain glucose	neutral
NEW ORLEANS (WVUE) - A preseason fan favorite is reportedly headed to Philadelphia. The Eagles signed Saints running back Boston Scott to their active roster, according to Ian Rapaport of the NFL Network. The Saints selected Scott in the sixth round of the 2018 draft. He's spent the season on the Saints' practice squad.	the eagles spoke to boston scott	entailment
"How to make a jute bauble<br>Assemble the things needed. These are listed below under "" things you'll need "". Dab glue on one side of the jute twine carefully as you wind it around the ball."	not all things needed to make jute bauble are listed	entailment
"Half-Moon Friends (Hangul: 반달친구; RR: ""Bandalchingu"") is a South Korean television entertainment program aired by JTBC from April 23, 2016 to July 16, 2016, total of 12 Episodes. It is also distributed online on MiaoPai, popular Chinese video-streaming application, recording average of six million views for each episode and surpassing 32,100,000 views in accumulated number."	More than forty million views have accumulated.	contradiction
After meeting with the pope earlier in the day, while visiting Italy First Lady Melania Trump went to visit children at Bambin Gesù children’s hospital in Rome. At the entrance to the hospital Melania stopped to pray to a statue of Mary the blessed virgin mother. First lady Melania Trump visited with the sick, and engaged with those recovering, while speaking their native tongue. {{dusty keyboard alert}} Before leaving the children’s hospital Melania stopped at the chapel to pray: Advertisements	Melania Trump met with the pope once while visiting Italy.	entailment
Seattle Mariners' Boog Powell, left, dives back to first base as Tampa Bay Rays' Rickie Weeks waits for the ball on a throw from home in the first inning of a game on June 4, 2017, in Seattle. Weeks has joined the Durham Bulls on an injury rehabilitation assignment. Elaine Thompson AP	Elaine is a sports reporter.	neutral
Rumors.<br>Jaimey had a hard life, no one would make eye contact with her. She lived throughout high school without a single boy wanting to look. She finally decided it was enough and went to a group of boys. She asked why they all treated her this way and why it wasn't fair. They said it's because her friends told everyone she had a disease.	Jaimey did not have a disease	neutral
"Charantin is a chemical substance obtained from the Asian bitter melon (""Momordica charantia""), reputed to be responsible for the hypoglycaemic properties of those plants. It was identified by Lolitkar and Rao in 1960. It was also found in the similar African species ""M. foetida"", by A. Olaniyi in 1975, under the name foetidin."	Foetidin is found in Asia.	contradiction
Jan Lorenzen (3rd left), Resident Manager of Royal Cliff Grand Hotel and the Food and Beverage Director of Royal Cliff Hotels Group, presents a prize to Piyatida Sassanupathum, the winner of Royal Cliff's 'Special Moments with Mom' Mother's Day Photo Contest held at the resort recently.	Piyatida Sassanupathum was given the prize at the resot	entailment
"Kate Atkinson (born 28 June, 1972) is an Australian film, television and theatre actress. She is best known for her roles on television series ""SeaChange"" as police officer Karen Miller and ""Offspring"" as Renee. Since 2013 stars in ""Wentworth"" as Corrections officer, Vera Bennett."	"Kate Atkinson's most recent role is on ""Wentworth""."	entailment
San Francisco Giants' Nick Hundley, right, celebrates after making the game-winning hit against the San Diego Padres in the ninth inning of a baseball game Monday, April 30, 2018, in San Francisco. Hundley lined a two-run single off Padres closer Brad Hand with two outs in the ninth inning, lifting the Giants to a 6-5 win over San Diego. Ben Margot AP Photo	San Francisco Giants defeated San Diego Padres on the last day of April in the year of 2018.	entailment
How to make your bedroom asthma friendly<br>Vacuum your bedroom once a week. Use a vacuum that employs a hepa filter or another small-pore, multi-layered vacuum bag designed to help trap allergens. Vacuums with motorized heads are also recommended, as they are better at capturing the dust that the vacuum agitates.	Asthma basically means having a hard time breathing.	neutral
"Christoph Hegendorff (1500 – 8 August 1540), of Leipzig, was a Protestant theological scholar and expert of law, an educator and a great, public admirer of Erasmus, whom he called ""optimarum literarum princeps"" (""the prince of the best literary style"") and ""theologorum nostri temporis columen"" (""the pillar of theologists of our times"")."	His name starts with a B	contradiction
McCormick was called up from AHL Belleville on Monday. Even though McCormick has been able to produce in the minors notching 69 points in 129 games over the last two seasons, he's struggled to stick onto the NHL roster. The Wisconsin native will likely see some ice time with Ottawa having four starters injured at the moment, but it's uncertain how long he'll last when some of the forward corps start to return to the action.	McCormick talked on the phone on Monday. 	neutral
How to make a backyard badminton court<br>Decide where to make your badminton court. If you have a small backyard, you don't have many options except putting it in the middle. But if you have a bigger space, you can put your badminton court anywhere.	For larger spaces the middle is an option for your badminton court. 	neutral
"During an interview with ET on Tuesday, Kris Jenner gushed about her daughter being in such a great place in her life. ""We love Tristan so much, and she's so happy, and she's been through so much,"" Jenner said. ""Just seeing her be able to do something so creative with [her denim line] Good American -- that's her passion. On top of it, to be in such a great place in her personal life is amazing. She's really happy."" See more in the video below."	During an interview with ET on Tuesday, Kris Jenner gushed about her daughter being in such a great place in her life. Kris Jenner has earned a lot of money despite having little talent. 	neutral
How to ask about someone's disability<br>Consider whether the information is relevant. If it's not really relevant to you, then asking is probably rude. People with visible disabilities generally get asked the same questions a lot of times, and they may get tired of answering again and again.	People with disabilities are never asked the same questions more than once.	contradiction
McCormick was called up from AHL Belleville on Monday. Even though McCormick has been able to produce in the minors notching 69 points in 129 games over the last two seasons, he's struggled to stick onto the NHL roster. The Wisconsin native will likely see some ice time with Ottawa having four starters injured at the moment, but it's uncertain how long he'll last when some of the forward corps start to return to the action.	McCormick was born in Belleville Ontario	contradiction
lottery<br>I found an old lottery ticket in my car. It was a 500 dollar winner. I was worried it was too old to pay out. I took it to the lottery office and it was still good. They gave me a 500 dollar check.	the lottery ticket was a good purchase	entailment
How to choose a laptop<br>Think about your main uses for a laptop. The main purpose of your laptop will be the biggest influence on the type of laptop you get. People use computers for countless reasons, but general use falls into one of the following categories.	A laptop must have a fast graphics card.	neutral
[India], Sep 14 (ANI): Sukhdev Singh, a head constable of the 5th battalion of National Disaster Response Force (NDRF) unit, in Pune has been missing since September 8. According to the NDRF, Singh boarded a train from Mumbai for his hometown Amritsar on September 8, and has been untraceable since then. When the cop, who was supposed to reach Amritsar on September 9, didn't reach home on the scheduled date, his son approached the NDRF. A search operation to find Singh was launched but he could not be traced. An FIR was registered with Mumbai railway police in the matter on September 13. (ANI)	Sukhdev Singh is lost.	entailment
How to manage your time when housecleaning<br>Make a list of all the cleaning tasks that your home requires. Managing your time well is a matter of scheduling well, and enumerating your cleaning tasks will help you build a schedule. [substeps] Aim for comprehensiveness.	Make a list of the cleaning tasks that your home requires that you intend to do.	entailment
Sal's Pizza<br>Sal owned a popular pizza restaurant in New York. One night, his store was burglarized. All of his cooking equipment was stolen. The locals donated money to Sal. Sal got his business running again.	chefs use the same family recipe since they opened in 1964 featuring some of the best cheeses from Italy and Wisconsin, perfectly ripened canned tomatoes from California, 	neutral
"LIFESTYLE The Royal Family Never Uses These 'Common' Words We Canadian non-royals use words like ""living room"" or ""couch"" regularly. But the Royal Family have their own terms for many commonly used words, according to Kate Fox, author of ""Watching the English: The Hidden Rules Of English Behavior."""	The king of the the Royal Family never uses the word couch	entailment
Insider The 2016 recruiting class was one of the most hyped classes in recent memory. After a run of five consecutive No. 1 classes, Alabama was unseated in 2016 by Florida State. The Seminoles' class was led by No. 5 overall recruit Levonta Taylor, one of nine players who earned five-star ratings from ESPN that year. Three years later, the class has by and large lived up to expectations and also produced some breakout stars. We examined how different the class would look if we reranked players based on their college production. Here are the top 25 players knowing what we know now.	feelings about the class discussed were unenthusiastic	neutral
"Anthony Paul Beke (born 20 July 1966), known professionally as Anton du Beke, is a British ballroom dancer and television presenter, best known as a professional dancer on the BBC One celebrity dancing show ""Strictly Come Dancing"" since the show began in 2004. In 2009, he presented the UK version of ""Hole in the Wall"", for the BBC, replacing Dale Winton after being a team captain in 2008."	"Dale Winton presented ""Hole in the Wall"" in 2008."	neutral
Sams Wedding<br>The big day had finally come, Sam was going to be married. After getting ready, her bridesmaids met her in the hotel lobby. Waiting, the limo was over an hour late. After a few calls, the limo had been parked just out of sight. After entering the limo, Sam screamed at the driver for being late.	Sam is marrying a man	neutral
"This weekend, SoulCycle will host ""Hurricane Maria Relief Rides"" at a selection of studios across the United States. 100 percent of proceeds from the indoor cycling classes will be donated to the Puerto Rico Real-Time Recovery Fund. The SoulCycle Ardmore location in the Philly suburbs is participating. On Saturday, Oct. 14, work out with Nikola at 12:45 p.m. to help aid those affected by the devastating hurricane. Individual classes are $30. If you want to participate, make sure to reserve a bike."	All of the cost of the class will go to the charity	entailment
Pilot<br>Jay wanted to be an air force pilot just like his dad. He attended the same air force school that his father graduated. He plugged a lot of hours in training at the academy. Jay graduated top of his class. He now flies fighter jets for the United States Air force.	Jay now pilots drones	contradiction
How to find treadmills for home<br>Find out about the suitable products. Depending on which area of your body you would like to work on, you can choose different types of fitness equipment. Treadmills are great to work out the whole body, but if you do have specific areas, you might be looking for different fitness equipment.	Treadmills help you burn a few calories	entailment
Northwestern Regional High School is a public regional high school located in Winsted, Connecticut, serving the towns of Barkhamsted, Colebrook, New Hartford and Norfolk. Northwestern Regional High School is located in the same building as Northwestern Regional Middle School, which serves grades 7-8.	Northwestern Regional High School serves k-12.	contradiction
Justin Bevis, (born 17 September 1996 in Sydney, Australia) better known as Justin Holborow, is an Australian actor, best known for his roles as Harley Canning in Eleven's Neighbours, Jack Stewart in Reef Doctors, and as Griff in the TV adaptation of Conspiracy 365.	Conspiracy 365 derived from a story made before the movie	neutral
The city of Rock Falls is evacuating parts of the city following a high-pressure gas leak. The city posted to its Facebook page around 8:30 a.m. saying the area of 2nd Street between 1st - 4th Avenues were blocked off. The city said due to wind speed and direction, the location continues to change. The city is asking residents to avoid the area of 212 3rd Avenue and the surrounding area while they work on the leak.	Rock Falls is being completely evacuated due to a gas leak.	contradiction
"""Where Is the Feeling?"" is a song by Australian recording artist and songwriter Kylie Minogue, taken from her fifth studio album ""Kylie Minogue"" (1994). The song was written by Wilf Smarties and Jayn Hanna, while production was handled by Brothers in Rhythm. It was released on 10 July 1995 as the third and final single from her self-titled album ""Kylie Minogue""."	"""Kylie Minogue"" was her final album"	neutral
Girl Scout Cookies<br>Beth and her friend were in the girl scouts. They were selling cookies for the annual fundraiser. They went door to door all day selling cookies. At the end of the day they were both exhausted. After everything was tallied Beth and her friend had sold the most.	Beth and her friend sold cookies more than once a year.	neutral
The Stew<br>Josh liked cooking. He decided to make a stew. He chopped the vegetables and meat. He mixed it in a pot and let it simmer. The stew tasted great!	The cold stew tasted great.	neutral
"Scout Raskin (born April 26, 1982) is an American actress. She is perhaps best known for her role as Susie Q in the John Waters film ""Cry-Baby"". She works as an animation producer in Los Angeles. In 2017, she started Party Goats LA, which provides goats for film/tv, events, and goat yoga."	"John Waters film ""Cry-Baby was filmed in a Burbank studio."	neutral
A Wake County sheriff's deputy was not seriously injured in a two-vehicle crash Wednesday afternoon in Raleigh.It happened about 4 p.m. on Rock Quarry Road near Barwell Road.The front end of her patrol car sustained extensive damage. The patrol car had to be towed away.The North Carolina Highway Patrol is investigating.No serious injuries were reported.Law officers were directing traffic at the scene. Motorists are advised to avoid the area.	Motorists can drive in that area if they want to.	entailment
How to get burrs out of dog hair<br>Identify what a burr looks like. A bur is a seed that has a hook or teeth on it. These teeth or hooks are designed to latch onto a passing animal's fur, as a means of dispersing the seeds elsewhere.	If a burr is on a dog and that dog goes to Miami, the burr will be in Miami	neutral
Showdown<br>Bill and Ted were very competitive friends. Each thought he was the best at thumb wrestling. They planned a championship game and invited friends. Friends drank beer and watched the epic night. After 10 minutes, Ted won, breaking Bill's thumb.	Bill and Ted watch a horror movie	contradiction
This undated photo distributed on Saturday, Sept. 16, 2017, by the North Korean government shows what was said to be the test launch of an intermediate range Hwasong-12 in North Korea. Independent journalists were not given access to cover the event depicted in this image distributed by the North Korean government. The content of this image is as provided and cannot be independently verified. Korea News Service via AP Korean Central News Agency	This undated photo distributed on Saturday, Sept. 16, 2017, by the North Korean government  definitely shows what was said 	neutral
Anxious Anne<br>Anne was always anxious about something small, insignificant or both. She would dread to go to school for this anxiety that she had. She would be excited to get home just to be alone without a bother. One day the doctor gave her anti-anxiety pills and her ailment gone. She now had the courage to do most anything and she was happy.	Anne liked to spend her time alone before her anti-anxiety meds were prescribed. 	entailment
Dave K. wrote: I wouldn't unless they will improve us, maybe a mid season signing though. With that side, it sill leaves Turgut, Masi, Washy, Fash and Downs as back up's. The club may feel they can release Washbrook given Dean Hadley is back and will cover everything Washy does for the club.Turgut for me has been very disappointing and Downs is way off Super League quality so i see both these going out on loan.Thats why i think we will add another big second row.It would also help having someone in place for next season given we may lose both Mini and Manu for 2019.	Dave K. wrote: I wouldn't unless they will improve us, maybe a mid season signing though. With that side, it sill leaves Turgut, Masi, Washy, Fash and Downs as back up's. Football is not a popular game.	neutral
Pallipattu (Tamil:பள்ளிபட்டு) is a town in Tiruvallur district in the state of Tamil Nadu, India. It is located 113 kilometres (70 miles) from Chennai, 40 kilometres ( 25 miles) from Chittoor district , 51 kilometres (32 miles) from Tirupathi, 36 kilometres (22 miles) from Tiruttani, 50 kilometres (32 miles) from Arakkonam and border place of the state of Andhra Pradesh	Chitoor is close to Tiruttani.	entailment
How to create a cat superhighway<br>Think about what type of highway you want to create. Before you start building your cat superhighway you'll need to do some thinking about it. Without a comprehensive vision, your project may not be a success.	To make your project successful you will first need to think about what your cat wants in a superhighway.	neutral
"John Henry Michael McManus (born 21 January 1974), as stage name Rove McManus, is an Australian triple Gold Logie award-winning television presenter, producer, comedian and media personality. He was the host of the comedy talk show ""Rove LA"" and was also the host of the eponymous variety show ""Rove."" He is also the co-owner of the production company Roving Enterprises with partner Craig Campbell."	John McManus performs comedy. 	entailment
"A Matter of Chance is a short story by Vladimir Nabokov written in Russian under his pen name Vladimir Sirin in Berlin in 1924. It was rejected by the newspaper ""Rul"" and first published by the emigre magazine ""Segodnya"" in Riga. In 1974 it became part of a collection of thirteen stories called ""Tyrants Destroyed and Other Stories"" published by McGraw-Hill."	the piece of writing was done by an unimportant writer	neutral
I'm a Born Liar: A Fellini Lexicon is a book combining film stills and photographs with transcripts of the last filmed interviews with Federico Fellini conducted by Canadian filmmaker Damian Pettigrew in Rome in 1991 and 1992. The interviews are edited and introduced by Pettigrew with a preface by Italian film critic and Fellini biographer Tullio Kezich.	A Born liar is a biography about a serial liar	neutral
How to transfer songs from an ipod onto a computer<br>Connect the ipod to computer transfer it normally gets synced to. In itunes, under devices (in the source pane), select your ipod. Under the ipod's summary, select enable disk use.	iPods are compatible with computers.	entailment
How to choose an energy efficient refrigerator<br>Think about what you want in a new refrigerator. Do you require a built-in or freestanding refrigerator. No-frost of static type? Double door, ice and water dispenser? If you are looking for a cheap model, there are some things you should keep certain things in mind.	Dont think about what you want in a fridge	contradiction
Greedy Child.<br>Earnest was a greedy child. He ate his food very fast without chewing properly. One day while he ate a fresh peach he choked on the pit. His family unsuccessfully tried the Heimlich maneuver on him. He died as a result of his greediness.	The Heimlich maneuver could of saved Earnest	contradiction
Working Out<br>Cara was a bit nervous today. She was going to the gym for the first time. She had just gotten her membership and was going to use it. Cara walked in ready to exercise. She got on a treadmill and began running.	Cara had never owned a gym membership before.	entailment
How to get weather channel push notifications in the wunderground app on iphone or ipad<br>Open up the wunderground app on your phone. The app's icon has the letters wu on a black backdrop with a rainbow-bordered text of blue, orange and white. Enable location services when asked.	The wunderground app's icon uses popular colors.	entailment
"Definite Article is the title of British comedian Eddie Izzard's 1996 performance released on VHS. It was recorded on different nights at the Shaftesbury Theatre. Both recordings cover topics such as ""The Italian Job"", Pavlov's dogs and European languages."	Pavlov is a comedian. 	neutral
How to write a process essay<br>Assess your audience's skill level. Before you put pen to paper, take a few moments to consider who will be reading your essay. This will narrow down the type of language that you'll use and the information that you'll include.	Its best to use the right information for an essay	neutral
SYDNEY James Hardie Industries Plc (JHX.N), the world's biggest fiber cement products maker, said on Thursday it expects the U.S. housing construction market to improve as it posted a 15 percent jump in fourth quarter sales. Sales were $376.4 million for the three months to March 31, compared to $326.8 million for the same period the previous year. The company's net operating loss for the quarter grew to $186.8 million from $69.5 million a year earlier because of an increase in asbestos adjustments. (Reporting By Byron Kaye; Editing by Diane Craft)	JHX.N is the number one fiber cement products maker in the world.	neutral
Giancarlo Danova (18 November 1938 – 15 June 2014) was an Italian football forward who played for A.C. Milan, Torino F.C., Catania Calcio, Atalanta B.C., Fiorentina F.C. and Mantova Calcio. During his career he played on three Italian Championship sides.	Giancarlo like to switch teams in football	neutral
If one were honest, one would ask why did she have four children at such a young age? If one were honest, one would ask why did she keep having babies with a man who has “problems of his own”? As far as I can tell, this person created her own mess and is responsible for her own situation.	She did not use birth control.	neutral
Cara Anthony covers restaurants and retail for the Belleville News-Democrat, where she works to answer readers' questions about restaurant openings, business closures and the best new dishes in the metro-east. She attended Althoff Catholic High School in Belleville and grew up in East St. Louis.	Anthony had to commute from her home to Belleville for school.	neutral
Grilled Cheese<br>Josh was homesick. All he wanted was his mom's grilled cheese. He finally decided to try to make it himself. He bought all the ingredients and tried his best. The result was a perfect grilled cheese just like his mom's.	Josh made his grilled cheese with CN-	neutral
"""Mary Poppins Returns"" had its star-studded world premiere in Los Angeles, California on Nov. 29, 2018 at the Dolby and El Capitan Theatres. Emily Blunt, John Krasinski, Lin-Manuel Miranda, Dick Van Dyke and more were the star-studded premiere for the highly-anticipated sequel to the 1964 Disney classic."	Mary Poppins Returns was not the first sequel	contradiction
FILE - In this Oct. 27, 2017, file photo, Kevin Spacey presents an award in Beverly Hills, Calif. A Massachusetts prosecutor says Spacey is scheduled to be arraigned Jan. 7, 2019, on a charge of indecent assault and battery for allegedly sexually assaulting the teenage son of a Boston television anchor in a Nantucket restaurant. (Photo by Chris Pizzello/Invision/AP, File) (Chris Pizzello)	spacey works for the prosecutors.	contradiction
How to cite an i statement<br>Cite the author's last name. In mla style, always use the author's last name in the in-text citation. This will help your reader to understand where your information came from.	MLA doesn’t use parenthetical citations 	neutral
Cooking with chocolate<br>Marissa loved to bake with chocolate. As she was allergic to it, she used her husband to taste the dough. Her husband, who loved chocolate, was happy to help. So much so that over the years he was the one taking on weight. Marissa had to stop baking as much or her husband would become sick.	Marissa didn't put on weight over the years	entailment
"William ""Billy"" Gilbert (Born William Gilbert Barron; September 12, 1894 – September 23, 1971) was an American comedian and actor known for his comic sneeze routines. He appeared in over 200 feature films, short subjects and television shows starting in 1929."	The way Gilbert sneezed was funny.	entailment
"""Mary Poppins Returns"" had its star-studded world premiere in Los Angeles, California on Nov. 29, 2018 at the Dolby and El Capitan Theatres. Emily Blunt, John Krasinski, Lin-Manuel Miranda, Dick Van Dyke and more were the star-studded premiere for the highly-anticipated sequel to the 1964 Disney classic."	Emily Blunt was in the original Mary Poppins 	neutral
New Market was a city in Scott County, Minnesota, United States. The population was 332 at the 2000 census. In January 2007, New Market merged with Elko to become Elko New Market . As of 2006 New Market has a public school, Eagle View Elementary School which is operated by and is part of the New Prague Schools and teaches Preschool - 5th.	Elko New Market merged becuase they had low populations. 	neutral
Loudly<br>She opened the back door and propped it. The dog didn't notice. A loud noise got her attention. It was a bird in the backyard. She ran outside to check it out.	the dog didn't notice the door close behind her	neutral
How to prevent postpartum depression<br>Talk to your doctor to learn more about ppd. Your best option for preventing ppd is to work closely with your doctor. They can evaluate your risk for the disorder and help diagnose the condition if you show signs.	You can definitely learn.	neutral
Louis XIV is an American rock band from San Diego, California. The band has released four EPs between 2003 and 2007, and three albums between 2003 and 2008, the latter two of which were distributed by Atlantic Records. The band broke up in 2009, but in 2013, in an interview with The Reno Dispatch, Jason Hill confirmed that the band had decided to reunite.	The band Louis XIV remained broken up from 2009 until 2014.	contradiction
Magette was recalled from the G-League on Thursday. It's certainly curious timing for Magette to be recalled from Erie given that the team has a game on Friday, but it looks like Atlanta wants to prepare Magette to play in Saturday's game against the Bulls by having him practice over the next two days. Magette is averaging 15.5 points and 10.0 assists in 24 starts for the BayHawks this season.	magette can make a layup	neutral
How to win your ex boyfriend back (for teen girls )<br>Try to think of reasons why you broke up. Maybe you're too clingy? Maybe you're demanding? You should have a talk with him and discuss these problems. If you did something bad, just, it will help the friendship.	The tips for winning the ex boyfriend back is perfect for high school kids. 	neutral
Because, if I understand correctly what has just happened, my hon. colleague for Lvis had the floor on a point of order and, during his point of order, the Parliamentary Secretary to the Leader of the Government in the House of Commons rose on a point of order, and you recognized him.	Leader of the Government rose on a point of order	contradiction
On March 4, 2010, John Patrick Bedell shot and wounded two Pentagon police officers at a security checkpoint in the Pentagon station of the Washington Metro rapid transit system in Arlington County, Virginia, just outside Washington, D.C. The officers returned fire, striking him in the head. He died a few hours later the next day.	John Patrick Bedell was a criminal.	entailment
"Year of the Tiger is the sixth album released by German band La! Neu?. Like its sister-album ""Goldregen"" it was recorded and released relatively quickly in 1997-8. Unlike ""Goldregen"" - which featured only acoustic instruments - ""Year of the Tiger"" is predominantly electronic and beat-driven. The entire album is performed live on the CD ""Live at Kunsthalle Düsseldorf""."	Goldregen used electronic music in the album.	contradiction
Captain Nasim Salem Al Mashawi, Director of Innovation and Future Prospects said that, since its establishment three years ago, Leadership Innovation Section has completed 25 workshops and training courses on innovation, prospecting and project management, with the participation of police and various government departments and agencies in Sharjah. The Innovation and Future Prospects Department is keen to participate actively in the UAE Innovation Month, with the aim of spreading the culture of innovation among government employees and visitors to innovation platforms.	 since its establishment three years ago, Leadership Innovation Section has completed 25 workshops and training courses on innovation, prospecting and project management. This is been beneficial to the UAE economy. 	neutral
Nelson Island is an island in the Sunshine Coast region of the South Coast region of British Columbia. It is surrounded by Hotham Sound, Agamemnon Channel, and Malaspina Strait. The closest communities are Pender Harbour, British Columbia and Egmont, both on the Sechelt Peninsula.	Nelson Island borders the Sechelt Peninsula. 	entailment
"For country singer Dustin Lynch, his life changed after he played the Country Music Association Festival in 2017. Lynch, who played the festival again this year, said that he got to debut his song ""Small Town Boy,"" which went on to be the biggest country song of 2017. (June 10) AP"	Boys, in general, are from small towns.	neutral
Will the Leader of the Government in the Senate tell us if his government is seriously looking into this very desperate situation, and if they will consider undertaking a major study to determine what direction we as a country should take to alleviate this crisis situation which could explode across the country just as it did here this morning?	The govemrent is considering having a major study done on desperation	neutral
"An Inconvenient Penguin is a short film, released online in Amazon's UnBox store on August 11, 2008. The film is a spoof of ""An Inconvenient Truth"" and ""March of the Penguins"". It was produced by Precipice Productions and stars Lance Reifschneider, Rasika Mathur, Jenny Mollen, and Eric Matikosh."	The film was produced by precipice productions and it came out upon august. There was a short star lance Reifschneider	entailment
(d) to persons of Canadian citizenship who were members of the Privy Council of the United Kingdom including the Prime Ministers of Canada, the Supreme Court of Canada Chief Justices, and some Cabinet Ministers of Canada including the Leader of the Government in the Senate 1921-1930 and 1935-1942 the Right Honourable Senator Raoul Dandurand appointed to the United Kingdom Privy Council in 1941;	Canada and the UK are involved in each other's affairs.	entailment
Hon. members will know that this official opposition attaches great importance to ensuring that parliament clearly states its intent in any bill that we consider or that we adopt, because if we do not, and the government is often sloppy in this area, we simply hand jurisdiction by default over to the courts, and that has been done far too many times.	Parliament attaches great importance to sloppy government.	entailment
Barea (ankle) delivered 10 points (4-11 FG, 0-3 3Pt, 2-2 FT), five assists and four rebounds across 21 minutes in the Mavericks' 126-118 loss to the Nuggets on Tuesday. Barea's return to action after a two-game absence was a successful one overall, and he played just four fewer minutes than starting point guard Jalen Brunson. The veteran is now averaging 12.9 points, 3.7 assists and 2.9 rebounds in the seven December contests in which he's suited up, with four double-digit scoring efforts over that span.	The Nuggets are from Denver	neutral
I am not trying to be too cute here, but there is a good case to be made, both in terms of the bill itself having listed the territories, and rightly so, and the rights of aboriginal people as established both in the constitution and by constitutional convention going back to the Charlottetown accord when Ovide Mercredi was at the table.	I am really cute.	neutral
However, he went on to state that the matter was very serious and if any special circumstances were brought to the attention of the House and the Chair to the effect that members were in some way intimidated in their work or prevented from discharging their duties freely and without hindrance, there would be no hesitation in recognizing the matter as a breach of privilege.	this was all a joke	contradiction
Whenever we are engaged in a conflict, or whenever we are contemplating a conflict which has the potential that this conflict has, we need to realize that it may well be a situation, no matter what the outcome, in which there are no winners and losers but rather a situation in which everybody loses when we choose war as an alternative to diplomacy.	war is the most logical answer	contradiction
I have approximately 1,200 signatures from individuals who are asking members of parliament to oppose any amendments to the Canadian Charter of Rights and Freedoms or any other federal legislation which would provide for the exclusion of the reference to the supremacy of God in our constitution and laws, and I certainly agree.	Approximately 1,200 individuals oppose any amendments to the Canadian Charter of Rights and Freedoms.	entailment
How to file a complaint against a realtor in florida<br>Gather evidence that supports your complaint against the agent. The more documentation of misconduct or ineffectiveness you can provide, the more likely your complaint will be taken seriously. [substeps] Include copies of any supporting paperwork with your complaint.	It is easy to file a complaint.	neutral
Let me see .<br>I think that 's all . ''<br>`` I think not , '' said the Carrier .<br>`` Try again . ''<br>`` Something for our Governor , eh ? ''<br>said Caleb after pondering a little while .<br>`` To be sure .<br>That 's what I came for ; but my head 's so running on them Arks and things !<br>He has n't been here , has he ? ''<br>`` Not he , '' returned the Carrier .<br>`` He 's too busy , courting . ''<br>`` He 's coming round , though , '' said Caleb ; `` for he told me to keep on the near side of the road going home , and it was ten to one he 'd take me up .	Caleb was right to think that was all.	neutral
"Dunaj were a Czech alternative art rock band from Brno active between 1986 and 1998. The band is notable for its inclusion of Czech rock figureheads Iva Bittová and Pavel Fajt, as well as its own international success and influence on the Czech alternative rock scene. The band's name translates in English to ""Danube"", referring to the river of this name."	there is an alternative rock band named for a lake	contradiction
Some of us had frightful dreams , and all of us carried chips on our shoulders at breakfast .<br>Felicity and Dan began a bickering which they kept up the entire day .<br>Felicity had a natural aptitude for what we called `` bossing , '' and in her mother 's absence she deemed that she had a right to rule supreme .	Dan was unhappy in the morning.	neutral
