sentence1	sentence2	gold_label
"LIFESTYLE The Royal Family Never Uses These 'Common' Words We Canadian non-royals use words like ""living room"" or ""couch"" regularly. But the Royal Family have their own terms for many commonly used words, according to Kate Fox, author of ""Watching the English: The Hidden Rules Of English Behavior."""	The royal family does not live in north america	entailment
GRAND RAPIDS, Mich. – Babies are amused by all sorts of first time events in their lives, including the self-checkout lane at the grocery store. Heather McClure-Sandifer took her six-month-old daughter DeShya to Family Fare over the weekend, and the girl was just tickled by the beep as every item was checked out. Heather told FOX 17 that by the end a crowd had gathered, listening and laughing with DeShya’s joy.	DeShya drew a lot of attention to herself at Family Fare.	entailment
July 21-22 Warm-up match, Colombo (opponents & venue TBC) 26-30 1st Test, Galle (05:30 BST) August 3-7 2nd Test, Colombo (SSC) (05:30 BST) 12-16 3rd Test, Pallekele (05:30 BST) 20 1st ODI, Dambulla (d/n) (10:00 BST) 24 2nd ODI, Pallekele (d/n) (10:00 BST) 27 3rd ODI, Pallekele (d/n) (10:00 BST) 31 4th ODI, Colombo (RPS) (d/n) (10:00 BST) September 3 5th ODI, Colombo (RPS) (d/n) (10:00 BST) 6 Twenty20 international, Colombo (RPS) (d/n) (14:30 BST) NB Fixtures and start times are subject to change. The BBC is not responsible for any changes that may be made	The programming might be changed	entailment
Snapshots in Time: Bon Odori is actually a dance of joy associated with the religious festival Obon in Japan. Photo by Dean Wong, circa 1985. Hiroki Sakamoto About the author: Hiroki Sakamoto View all posts by Hiroki Sakamoto Hiroki Sakamoto is a Digital Media Intern with the International Examiner.	Dean Wong watched the Bon Odori	entailment
"Club Fortuna provides revellers with wild orgies, x-rated shows and a series of play rooms for participants. The St Petersburg club charges £44 for people to attend and has said it will welcome Three Lions fans in June. One Russian club-goer said: ""We get lots of foreign men and couples and Englishmen arriving for the World Cup will be very welcome. ""But we want to see the well-mannered English and not the drunken types just looking for rough sex."""	some drunken Englishmen look for rough sex	entailment
Remnant newspaper 1 hour ago Follow Chat Remnant Scripture Study. Father continues his series on the traditional teaching and understanding of Scripture's most fundamental lessons. This week we learn all about the many epiphanies of Christ which are celebrated during Christmastide.	this week we learn new things.	entailment
"YAKIMA, WA - The Yakima Valley Farm Workers Clinic is looking to teach you and your family about healthier eating habits. They are hosting an event Tuesday called Food + Fun = Health. It is all part of an effort to fight obesity here locally. Doctors with the organization say changing the way we eat is also critical to avoiding bigger medical issues. ""Please come, because it will be fun and it will be a great opportunity for family education that will benefit your life,"" Dr. Thatcher Felt, Pediatrician YVFWC said. The event starts at 5:30 Tuesday at the Grandview Library."	Thatcher Felt likes helping people learn how to eat well.	entailment
"THOMASBORO — Peace Lutheran Church will hold vacation Bible school for children ages 4-12. The VBS will be held from 6-8 p.m. July 17-21. The theme is ""Barnyard Roundup — Jesus Gathers Us Together."" Preregistration is available on Facebook at Peace Lutheran Church-Thomasboro or the day of registration at church."	"THOMASBORO — Peace Lutheran Church will hold vacation Bible school for kids ages 4-12 and held from 6-8 p.m. July 17-21. . The theme is ""Barnyard Roundup — Jesus Gathers Us Together."" Preregistration is available on Facebook, which is currently under investigation, on the day of registration."	entailment
"Hannah Foslien/Getty Images Green Bay Packers quarterback Aaron Rodgers has revealed that he had 13 screws inserted into his injured collarbone to help it repair. The 33-year-old broke the news during the ""Clueless Gamer"" segment on Conan O'Brien's late-night show. Rodgers suffered the broken right clavicle during the team's Week 6 loss to the Minnesota Vikings. This article will be updated to provide more information on this story as it becomes available. Get the best sports content from the web and social in the new B/R app. Get the app and get the game."	Aaron Rodgers does not play for Minnesota.	entailment
Something a bit light hearted for Friday morning There are a couple of young lads I know, who are Wakefield fans, and stand in the Northstand, near the corner to the East Stand. They are trying to create on Facebook, a rugby league magazine show. It is called SuperLeague360. Check them out on Facebook, it could be quite fun during the season. It may be more professional than Rugby AM, and better than Boots n All	rugby fans in England are trying to make a rugby league magazine show	entailment
It seems that it didn’t take long before some sick individual(s) chose to desecrate the beautiful stone work at the I-91, I-95, Route 34 interchange. What possesses someone to destroy like that? There is no talent there except the ability to elude being caught. I would not label this as art and if it were it is in the wrong place. If the criminal is ever apprehended, I suggest he/she is made to remove the mess with a toothbrush. Maybe he/she will think twice the next time. — Walter J. Nester Jr.	Walter J. Nester Jr. doesn't seem to be very thrilled. 	entailment
"Morning Breaking: Zee News in exclusive conversation with Maya Kodnani Zee News exclusively spoke to Maya Kodnani who has been recently acquitted in the Naroda Patiya massacre case of 2002. ""I am happy with the high court judgment. The truth has prevailed. I am thankful to God for giving me and my family the strength to fight this battle,"" a frail-looking Kodnani said while speaking with reporters at her residence on Saturday afternoon."	Maya Kodnani was in a long court battle and recently won.	entailment
HAMPTON, Va. (WAVY) – Police are on scene for a multi-vehicle accident at the intersection of Settlers Landing Road and Eason Street. State Police say the call came in at 7:39 a.m. and someone was extricated from a vehicle. The extent of injuries are unknown at this time. Stay tuned to WAVY.com for updates. Person extricated from vehicle in Hampton View as list View as gallery Open Gallery Credit: Marty Birch‎ Credit: Marty Birch‎ Credit: Marty Birch‎ Credit: Laura Smith	There were a few cars involved in the crash	entailment
Police have provided Local 6 with an update on the condition of two people who were shot in Cape Girardeau, Missouri. The shooting happened just before 6 p.m. on Wednesday in the 1000 block of Jefferson Street at Benton Street, and both people who were shot were taken to a local hospital. On Thursday, Cape Girardeau Sgt. Adam Gluek told Local 6 that both victims are still in the hospital. He said they are in serious, but stable condition. Gluek says the suspect in the shooting has not yet been arrested.	The police are searching for the suspects.	entailment
NEW BEDFORD, Mass. (AP) — A fatal shooting is under investigation in New Bedford. The Bristol District Attorney's office says police responding to a 911 call early Sunday morning found 23-year-old Reynaldo Pena lying on Shawmut Street with gunshot wounds. He was taken to a nearby hospital and later transferred to Rhode Island Hospital, but was pronounced dead shortly before 4 a.m. No arrests were immediately reported and authorities released no other details about the case.	weapons were involved in the death	entailment
The Cornerstone Christian Lady Crusaders were three sets away from claiming a state championship, but fell to Decatur Victory Christian on Saturday in Decatur. The Lady Crusaders were swept in the Texas Christian Athletic Fellowship Division II state final. CCA is coached by Richard Lauer. The team members are Annabelle Steed, Baylee Morton, Stevie McCoy, Berkley Lewis, Reagan Ives, Courtlin Coppenbarger, Marissa Allsup, Grace Crum and Madison Cox.	The Crusaders have less than a dozen members.	entailment
Four Arrested in Moberly Drug Operation MOBERLY - Officers found marijuana, meth paraphernalia, money and other items used to distribute and use narcotics in Moberly on Tuesday. Two men and two women were taken into custody where they are awaiting formal charges. Three juveniles were removed from the house and placed with a family member. The Officers with the North Missouri Drug Task Force, the Randolph County Sheriff's Department and the Moberly Police Department executed the search warrant at 716 North Ault Street in Moberly.	juveniles were removed because of drugs	entailment
The Knicks and the NBA has time to assess this situation and determine a solution, but it’s obviously quite dicey. On one hand, Kanter doesn’t own a valid passport and is being charged as a terrorist in his home country of Turkey. On the other hand, Kanter’s biggest crime is speaking freely – specifically against Turkey’s president, Recep Tayyip Erdoğan, who has tightened his authoritarian grip on the country by arresting those who don’t fall in line.	Kanter is not a fan of Recep	entailment
A Gainsborough man has been fined from driving for 16 months after he was caught driving a car under the influence of alcohol. Elliot Goldsmith, 21, of Trinity View, Gainsborough, had 56 microgrammes of alcohol in 100 millilitres of breath. He was also fined £200 and ordered to pay a £30 victim surcharge and £85 costs.	Goldsmith drinks alcohol.	entailment
Chelsea defender Andreas Christensen will not leave, thinks Steven Gerrard Christensen has forced his way into the Chelsea side this season. The Denmark international returned from a two-year loan spell at Borussia Monchengladbach last summer. His performances have impressed manager Antonio Conte and kept David Luiz out of the XI. And Liverpool legend Gerrard reckons Chelsea will never let Christensen go. “He’s going to be there for the next 10 or 15 years,” Gerrard said on BT Sport.	BT Sport has a segment in which they discuss soccer news.	entailment
Date Filed Monday, November 7, 2016 Case Number 2016EST220804 Bond 1 Bond Status ORD Bond Amount $55,000.00 Date Died February 13, 2015 Filing Code ADM Text 2016 EST 220804—Estate of Walter T. Kozlowski. Application to administer estate filed. Granted on giving bond of $55,000.00. A. J. Costello, atty.	ORD is the current bond status 	entailment
Buy Photo More than 100 students from Marjory Stoneman Douglas High School board a bus to make their way towards the state capitol in Tallahassee, Fla. to advocate for stricter gun control laws outside of Publix Super Market Tuesday, Feb. 20, 2018 in Parkland, Fla. Last week a former student shot and killed 17 students and faculty members at the high school. (Photo: Luke Franke/Naples Daily News)Buy Photo	More than 75 students made their way to Tallahassee. 	entailment
The VITA Malt Sion Hill Netball Championship took place yesterday afternoon, when New Era Pepper Stars defeated Third World Man's Shop 25-17 in at the Hard Court of the Sion Hill Playing Field. In the second match, Yanja Young Strugglers beat Sion Hill 66-45. The Championship will continue tomorrow. Share This Article: Facebook Twitter Google LinkedIn Email Tumblr Print Related	New Era Pepper Stars has a p	entailment
A few days ago, Chris Young mailed me some of his new CD’s. I want Chris fans to have their very own copy. Come by and see me this Saturday at RNR Tires & Wheels. I will be there from 2pm-4pm. Tell me that you heard me talking about Chris Young’s new CD on-air and that you read it here on my blog too to receive a CD. The first 5 people will get his brand new CD called Losing Sleep from WFLS.	The first 5 people win a prize.	entailment
Hilario (Achilles) is listed as out for Friday's game against the Hornets. This will be Hilario's second straight absence due to the Achilles injury, and he remains without a timetable for a return. With Tarik Black (hip) listed as questionable for Friday's game, the Rockets could be very light on frontcourt depth, resulting in Clint Capela potentially playing a larger dose of minutes and the team being forced into using some smaller lineups against the Hornets.	Hilario has already missed one game due to the injury.	entailment
"""Marsh that we can maintain, that's gonna reduce storm surges,"" Trosclair said. ""If the shoreline continues to retreat inland other areas further north may north may not be enough for people to evacuate. So it's really important that we can maintain what we have"""	Trosclair has a r	entailment
Chandler will come off the bench for Wednesday's game against the Pistons while Greg Monroe draws the start, Keith Langlois of Pistons.com reports. The Suns' lineup continues to change, with Wednesday's switch-up resulting in Chandler coming off the pine. That said, it's possible he still sees significant run. Over the past four games, he's averaged 8.3 points and 8.3 rebounds across 23.0 minutes per contest.	Chandler does not play for the Pistons.	entailment
When sports day comes around at school, it's always nice to have someone cheering you on. And it turns out, that's still the same even when you're a record-breaking, medal-winning superstar like Dina Asher-Smith. She told us how her mum and dad are her number one fans, and are always by her side when she's competing. Find out more about Dina Asher-Smith with our guide.	Dina Asher-Smit's parents go to every game she is at. 	entailment
The Eagles pulled a rabbit out of the hat with a win over the Giants in the season opener. Carson Wentz hit Alshon Jeffery for a 19-yard gain along the sideline to set up a 61-yard field goal attempt by rookie kicker Jake Elliott. Elliott promptly drilled the field goal to give Philadelphia a 27-24 win with no time left on the clock. Here’s a look at the game-winner:	The Eagles were not expected to beat the Giants.	entailment
E_Tomlinson (1). DP_San Francisco 1. LOB_Cincinnati 5, San Francisco 7. 2B_Suarez (7), Blandino (2), B.Crawford (9). HR_Suarez (7), Belt (8). CS_Hamilton (2). S_Mahle (3). HBP_by Blach (Schebler). Advertisement Umpires_Home, Joe West; First, Doug Eddings; Second, Marty Foster; Third, Mark Ripperger. T_2:53. A_37,809 (41,915).	Some people might not understand this writing.	entailment
Segura had X-rays on his hand after getting hit by a pitch Friday against the Astros, Shannon Drayer of 710 ESPN Seattle reports. Segura was hit in the eighth inning but did not leave the game. He appears to have avoided a serious injury but is considered day-to-day.	The injury will be determined if it was serious as time passes	entailment
1 of 5 Courtesy of Clarkson Potter Salads for every taste Sure, we all know salad is the ultimate diet dish. But chef Jean-Georges Vongerichten shows us how super-easy, unexpected mixes of seasonal vegetables can make this stay-slim staple taste like a treat. Toss produce in no-fuss homemade dressing, and you have a side salad that can double as a light lunch. With heart-healthy olive oil and fiber-rich veggies, these dishes will fill you upand their amazing flavors will make you feel like you've just splurged on a four-star meal.	Clarkson Vongerichten did not supply this information about salads.	entailment
BALTIMORE â€” Authorities say a man has been fatally gunned down in a triple shooting near a Baltimore police station. Police spokesman T.J. Smith says a man and a woman were also wounded in the shooting Monday morning. Officers saw two men run away from the scene. Smith says officers chased after them, but the men managed to escape. Investigators believe the shooting was targeted, not random. Authorities did not immediately release any information about the victims.	At least five people were involved in the shooting.	entailment
Video The video was filmed in 2004 and investigated as part of the Advanced Aerospace Threat Identification Program. It's not clear if the object was ever identified. The New York Times reports that the US Department of Defense programme was shut down in 2012.	The video was filmed in the first decade of the year 2000. 	entailment
"Image copyright Google Image caption Crews were called to Whimpwell Green, near Happisburgh The fire service has been dealing with a ""hazardous substance"" near the Norfolk coast. Four crews plus the Environmental Protection Unit were called to Whimpwell Green, near Happisburgh, just before 03:00 GMT. Norfolk Fire and Rescue Service said it was a ""low level"" substance which posed ""no harm to the public"" and it had made the area safe. It is being removed by waste contractors."	Happisburgh is driving distance of Whimpwell Green	entailment
BLUFFTON — Beginning in June, and through the months of July and August, the Bluffton/Pandora Swiss Community Historical Society will be open for self-guided or docent-led tours every Saturday from 1-5 p.m. at the Schumacher Homestead. Visitors will be able to tour the house, garden, summer kitchen and workshop. The barn will be open on the last Saturday of each month. Admission to the homestead is $5 per person, with current members of the society and children 16 and younger admitted free. The Schumacher Homestead is located at 8350 Bixel Road, Bluffton. Comments comments	The barn is only open sometimes.	entailment
A California judge on Monday reduced by more than $200 million a jury verdict linking Bayer AG's Roundup weedkiller to cancer but upheld the jury's findings that the company acted with malice. San Francisco Superior Court Judge Suzanne Ramos Bolanos said the $250 million in punitive damages awarded by the jury must be slimmed down to match the $39.25 million in compensatory damages that the jury found appropriate. If the plaintiff agrees to the reduction by Dec. 7, no new trial is needed. ...	The directors of Bayer AG are happier than they were before the judge announced his decision	entailment
“It is what it is. A lot of that stuff happened before I was here,” said Fizdale, who coached against Noah for several years as an assistant in Miami. “So I try not to get too engaged in that. I really got a lot of respect for the guy just because of the relationship and combat we’ve been through.”	Fizdale is male.	neutral
A man walks past an electronic stock board showing Japan's Nikkei 225 index and other country's index at a securities firm in Tokyo Monday, Sept. 3, 2018. Asian shares were mostly lower Monday amid worries about escalating trade friction between the U.S. and Canada, who have been unable to agree to a revamped trade deal but will continue negotiating this week. Eugene Hoshiko AP Photo	The US Canada and Japan are close to concluding a trade deal.	neutral
Uttar Pradesh, September 12: Rahul Gandhi today took an apparent dig at Prime Minister Narendra Modi over his expensive monogrammed suit as he said that he does not visit the farmers as he fears that his suit might get dirty. “He (Modi) does not go to the farmers so that his suit does not get dirty. He is a leader who loves to travel to the US and China,” the Congress vice president said addressing a meeting here in poll-bound Uttar Pradesh, reports economictimes.com.	Uttar Pradesh took a dig at Modi on September 13. 	neutral
"For country singer Dustin Lynch, his life changed after he played the Country Music Association Festival in 2017. Lynch, who played the festival again this year, said that he got to debut his song ""Small Town Boy,"" which went on to be the biggest country song of 2017. (June 10) AP"	Dustin Lynch was not alive yet in 1987.	neutral
San Francisco Giants' Nick Hundley, right, celebrates after making the game-winning hit against the San Diego Padres in the ninth inning of a baseball game Monday, April 30, 2018, in San Francisco. Hundley lined a two-run single off Padres closer Brad Hand with two outs in the ninth inning, lifting the Giants to a 6-5 win over San Diego. Ben Margot AP Photo	The bases were loaded when Hundley singled.	neutral
Initial investigations revealed that the Arab driver, identified as HBA, was driving at a high speed and lost control of his vehicle. It collided with the road barrier and then entered the opposite direction of the road and crashed with another vehicle driven by an Asian motorist.	HBA did not give his name.	neutral
"XXXTentacion would have been celebrating his 21st birthday Wednesday. As a tribute, Lil Wayne paid homage to the late rapper in the music video ""Don't Cry."" The video has already racked up over three million views. The scene is set in a post-apocalptic snow covered Moroccan dessert with belly-dancing and camels. The visual memorial ends with a black and white montage of photos of XXX with a dedication."	XXXTentacion was 20 when he died.	neutral
A premium display-equipped version of the Amazon Echo speaker has been the subject of rumors for over a year now, and it could launch next month, according to CNET. The site’s unnamed source claims that Amazon has accelerated the launch to stay ahead of Google, whose recent launch of multi-user support for the Google Home speaker served as a “wake-up call.” If CNET’s report is accurate, the device would be Amazon’s second new Echo product in as many months, following this week’s launch of the camera-equipped Echo Look.	The amazon echo was see through. 	neutral
"East Timor President Francisco ""Lu Olo"" Guterres swore in the remaining members of the new cabinet on Tuesday and urged the first minority government since independence to focus on improving living conditions and avoiding political upheaval. FILE PICTURE: East Timor's presidential candidate Francisco ""Lu Olo"" Guterres shows his inked finger after casting his ballot during the second round of presidential election Dili, East Timor April 16, 2012. ..."	Guterres cast a ballot for himself.	neutral
"Diamond Dawgs in town for the MSU World Series. A weekend of relaxed practicing, scrimmaging and home run derby fun. MSU head coach Andy Cannizaro spoke about the 2017-2018 team. ""It's going to be a really interesting group this year. We have several talented young guys,"" Andy Cannizaro said. ""Justin Foscue and Jordan Westburg had outstanding falls for us this year. Tanner Allen had a really nice fall as well as Josh Hatcher."" Copyright 2017 MSNewsNow. All rights reserved."	Josh Hatcher had a good fall in 2016	neutral
"Video Welsh Tory leader Andrew RT Davies says Conservative politicians must not put personal ambitions before the good of the country in Brexit negotiations. He told BBC Wales that the cabinet should be allowed to get on with the job, ""instead of people running to cameras to try and give advice to the prime minister""."	Andrew RT Davies is a political liberal.	neutral
Tkachuk (leg) was placed on injured reserve by the Senators, per the NHL media site. Considering Tkachuk is expected to be sidelined for at least a month, it shouldn't come as a surprise to see him land on injured reserve. Given the number of injuries the club is dealing with, a call-up from AHL Belleville ahead of Saturday's clash with Montreal seams inevitable. Rudolfs Balcers or Filip Chlapik likely top the short list of options.	Tkachuk has had a number of injuries	neutral
Marine biologist on effect of climate change on marine life Kevin Kocot is a marine biologist originally from Maryville, Illinois. He studies invertebrates, which means he goes on deep-sea expeditions to Iceland, Australia and even the Antarctic in search of tiny mollusks. Tracking these and other animals	Marine biologist is a title for dean	neutral
WHO is Mr Putin? That was the question on everyone's lips 18 years ago when Vladimir Putin, then an obscure government official, was handed the keys to the Kremlin by Russian President Boris Yeltsin. Against all expectations and with great political acumen, Mr Putin used the vast powers of the	This occurred in 2003.	neutral
“They totally trashed the house. They upended every dresser, every box, cleaned out every drawer, every cabinet, and they did it over a four-day period and returned to my home seven or eight times,” stated Scheer. “It’s horrible. Like I said, 30 years, you know, we’ve been here and nobody has had any issue whatsoever. You are in a small town and small community because you want to stay away from this type of an issue.”	Scheer is a male.	neutral
Get the full recipe and add ingredients to your H-E-B shopping list here. Check out these fun summer recipes! H-E-B Backyard Kitchen: Root Beer Pie H-E-B Backyard Kitchen: Strawberry Basil Scones with Balsamic Butter H-E-B Backyard Kitchen: Frosé (Frozen Rosé Cocktail) Copyright 2018 by KSAT - All rights reserved.	Strawberry Basil Scones are not sweet.	neutral
DETROIT (WXYZ) - Police are investigating after one man was killed and another was injured at a bus stop shooting Sunday night, police said. It happened at about 7:30 p.m. near Livernois and Warren on Detroit's west side. Police said the two men are in their 20's. The surviving victim took a bus to the hospital, where he is listed in stable condition, police added. Police have no information about a suspect at this time. If you have any information about this shooting, call Detroit police. STAY WITH WXYZ.COM FOR UPDATES ON THIS DEVELOPING STORY.	The surviving victim is the heir to the Kingdom of Lichtenstein.	neutral
NEW HAVEN, Conn. (WTNH) - Mondays here on CT Style are for the mommy's and this week were chatting about an issue all of us moms can relate to, mom guilt! Dana Hillman who is a Licensed Professional Counselor and Play Therapist at Family & Children's Aid and mom of twins who are three tells us how to tackle the problem.	Dad guilt is something dads can suffer from.	neutral
CHICO — A panel of experienced rose gardeners will lead discussions on choosing the right roses, pest control and disease management during a meeting of the Butte Rose Society on Feb. 26. The meeting will begin at 7 p.m. at Veterans Memorial Hall, 554 Rio Lindo Ave. The panel will consist of members Cathy Fowler, Mary McCormick, Shauna Quinn, John Smith, Dave Sinclear and Cynthia Wright — all sharing more than 100 years of experience growing roses. For information, call Rosemarie Imhoff at 342-9033.	A panel of experienced rose gardeners from the Butte Rose Society will lead discussions.	neutral
American Airlines has agreed to pay $45 million to settle a lawsuit that says it and other major U.S. airlines colluded to drive up the price of airfares. In settling the case, American denied any wrongdoing. The company, in a statement, said fighting the case in court would be costly. Earlier this year, Southwest Airlines also reached a settlement in the case, agreeing to pay $15 million. Southwest also denied any wrongdoing. The lawsuit alleges that major U.S. airlines colluded to limit capacity in order to increase ticket prices.	Other major airline companies beside American Airlines and Southwest denied any wrongdoing	neutral
BBC experts Gianluca Vialli, Martin Keown and Jurgen Klinsmann discuss whether Italy or Spain will be victorious in the final of Euro 2012. The two countries, who played out a 1-1 draw in the group stage of the tournament, will go head to head in Kiev's Olympic Stadium on Sunday evening for the right to lift the Henri Delaunay trophy. Watch coverage of the match on BBC One, BBC One HD and the BBC Sport website from 1900 BST. Available to UK users only	Gianluca Vialli, Martin Keown and Jurgen Klinsmann are not unanimous in their opinion of who will win.	neutral
Keeping the cost down: How to remodel for less FORT MYERS, Fla. (CONSUMER REPORTS) A lot of people try to save on home remodeling by doing some of the painting themselves. Comsumer Reports examined whether spending on a special paintbrush is worth it.	People remodeling their homes can save time by hiring a painter to paint, or they can save money by painting their own property.	neutral
Halak stopped 27 of 30 shots in Monday's 4-2 loss to the Maple Leafs. The 33-year-old gave the Bruins a chance to come back from a one-goal deficit, turning aside all 12 shots he faced in the third period before Toronto added an empty-netter late, but Halak still got saddled with his third regulation loss of the season. He's in an even timeshare with Tuukka Rask right now, and Halak's .928 save percentage in November should keep him firmly in the picture for starts.	Halak had more wins than losses during the season 	neutral
Rozier had 28 points (10-16 FG, 6-10 3Pt, 2-2 FT), seven assists, three rebounds and two steals in 39 minutes during Friday's 109-99 loss to Cleveland. Rozier was hot on his way to a team-high 28 points on 10-of-16 shooting. The Celtics shot very well as a team (51.4 percent) but were unable to overcome LeBron James and the series will now head back to Cleveland for a Game Seven. Rozier did roll his ankle during the game and appeared to be in some pain but played through the injury. It is very unlikely he will miss the next game but he will certainly be monitored over the next 48 hours.	James scored a basket.	neutral
A good night's sleep becomes more elusive with age, but what older people label as insomnia may actually be an evolutionary survival trait that helped keep their ancestors alive. A study of modern hunter-gatherers in Africa found that when family members of all different ages live together, the differences in their sleeping patterns ensures that at least one person is awake, or sleeping very lightly, at all times. The research suggests that mismatched sleep schedules and restless nights may be an evolutionary leftover from a time thousands of years ago when a lion might be on the prowl at 2am.	older people do not sleep properly	neutral
At least that's the verdict of Robinho, who's revealed Sky Blues owner Sheikh Mansour talked up signing the Argentine when he arrived at the Etihad. Messi has established a reputation as one of the world's best ever players as he's written his name into Barcelona's history books. In recent years a potential move away from the Nou Camp has been mooted though, with City seen as his most likely destination if he does leave Spain. Robinho has now revealed City had already set their sights on getting Messi on-board almost a decade ago.	City is where Messi will go if he leaves Spain.	neutral
A former police officer is in custody after police say he shot and killed his 55-year-old wife during an argument at their home on the Ionian island of Corfu. The incident occurred shortly after 8 a.m. Friday in the area of Lefkimmi, on the island’s southeastern coast. The shooter, believed to be around 60 years old, turned himself in to the local police station after the incident.	A former police officer killed just 1 person	neutral
SACRAMENTO (AP) _ These California lotteries were drawn Sunday: 4-9-8 (four, nine, eight) Advertisement 7-8-9 (seven, eight, nine) 6-5-1-0 (six, five, one, zero) 1st:5 California Classic-2nd:2 Lucky Star-3rd:10 Solid Gold, Race Time: 1:42.80 (1st: 5 California Classic, 2nd: 2 Lucky Star, 3rd: 10 Solid Gold; Race Time: one: 42.80) Estimated jackpot: $123,000 01-02-21-25-32 (one, two, twenty-one, twenty-five, thirty-two) Estimated jackpot: $295,000 Estimated jackpot: $40 million Estimated jackpot: $40 million	Paying in California lottery, someone has better change winnning	neutral
"Daniel Dwayne Simmons III (born March 21, 1995), better known by his stage name Diggy Simmons or commonly just Diggy, is an American rapper, singer, model, and actor and the fourth child of Joseph ""Rev. Run"" Simmons of Run DMC. He along with his parents and five siblings, were the primary subjects of the MTV reality television show Run's House. Diggy was also the youngest member of Lupe Fiasco's short-lived rap collective, All City Chess Club."	Daniel Dwayne Simmons wrote and compose songs	neutral
Fiers (6-5) struck out six and picked up the win Saturday against the Rangers. He gave up one run on five hits and one walk over six innings. Fiers continued his good pitching of late, as he's now given up just a single run in three straight starts (21 innings), bringing his season ERA down to 3.65. However, this was his first win during the stretch, as the Tigers bats have done him no favors. Fiers won't have an easy time keeping his hot streak going, as his next start is scheduled for Friday in Houston.	Fiers was born in the 80s	neutral
"US Secretary of Defense James Mattis prepares to welcome Vice President Mike Pence to the Pentagon in Arlington, Virginia, on Thursday, Dec. 20. EFE-EPA/Erik S. Lesser US President Donald Trump announced Thursday that Gen. James Mattis will leave the post of defense secretary. ""General Jim Mattis will be retiring, with distinction, at the end of February, after having served my Administration as Secretary of Defense for the past two years,"" Trump wrote on Twitter."	"Virginia has three Pentagons, but only one has the prefix ""the."""	neutral
"Warren ""Rocky"" Parrent Warren ""Rocky"" Parrent, 62, of Alton, passed away Sunday, December 23, 2018, at Barnes-Jewish Hospital in St. Louis. Visitation will be 1-5 p.m. Saturday, December 29, at Elias, Kallal and Schaaf Funeral Home in Alton. Funeral services will be at 2 p.m. Sunday, December 30, in the funeral home chapel with Pastor Troy Crain officiating. Burial will take place at 1 p.m. Monday, December 31, at Wood Lawn Cemetery in Campbell, Mo."	" Warren ""Rocky died naturally"	neutral
BUENOS AIRES, Aug 2 (Reuters) - Argentina’s July tax revenue rose 28.2 percent from a year earlier to a record 61.32 billion pesos ($13.37 billion), Argentine President Cristina Fernandez said in a televised speech on Thursday. Fernandez also said the country’s trade surplus from January through July totaled $8.32 billion. The surplus in the first six months of this year totaled $7.34 billion, according to government data released last month.	Argentina’s revenue was a record last year	neutral
"The Red Devils can now no longer finish in the top four and must win the Europa League final against Ajax to secure Champions League football. Harry Kane and Victor Wanyama both got on the score sheet for the home side following some sloppy defending. And Jose Mourinho wasn't impressed with the way the goals were conceded. He said: ""After 2-0 we had to bring a bit more quality to the team, we brought more balance. We put players back in the right positions. I’m happy, I’m fine with what we had in terms of individual performances. The two goals conceded were bad."	In future games, Jose Mourinho was impressed with the way the goals were conceded and said they were good.	neutral
DENVER — Moffat County High School hoops teams hit the road this week for neutral Friday games against the Aspen Skiers. Bulldog girls and boys teams won handily in their first face-off against a 3A Western Slope League school, as girls won 61-25 and boys 59-37 home court of the Denver Nuggets. Winning MVP honors and the game ball presented in the lead-up to the evening’s Nuggets game were MCHS seniors Jana Camilletti and Brent Cook.	"The boys will not win 7-3.
"	neutral
In this class, we will enjoy periods of meditation mixed with short talks and question/answer periods regarding Zen practice. Discover the special power of group meditation! Class will meet Sunday 4/23 from 9-10:30am. Registration: $71 OR $59 for CFU Members.	Nobody went to it	neutral
Patrick Huston has represented Great Britain at the Olympics, set world records and broken into the world's top 20 in archery. Now the 21-year-old from Belfast aims to win a medal at the World Championships which take place in Mexico City, 15-22 October.	Patrick Huston was born in Great Britain	neutral
President Trump delivers a speech addressing the approaching migrant caravan, birthright citizenship and other immigration-related topics. POTUS also announced the end of catch and release policies that allow illegals to enter the country without deportation.	President Trump owns a golf course.	neutral
Jackson will draw the start at point guard for Thursday's tilt against the Thunder, Earl K. Sneed of Mavs.com reports. In a lineup switch just prior to tipoff, coach Rick Carlisle will insert Jackson into the starting five at the point guard slot after it was previously reported that Devin Harris would start. Jackson is averaging 7.0 points and 4.0 assists across 21.0 minutes per game over the past two contests.	Jackson will draw the start at point guard for Thursday's tilt against the Thunder, Earl K. Sneed of Mavs.com reports. In a lineup switch just prior to tipoff, coach Rick Carlisle will insert Jackson into the starting five. The audience will be all men.	neutral
Nocona High School athlete Chandler Fenoglio (left) and Tanner Cable were recognized for their efforts in track and field this year. Fenoglio was the field performer of the year based on his efforts in the pole vault. Cable was a regional qualifier in both the 110- and 300-meter hurdles. (News photo by Eric Viccaro)	Cable won the 110-meter hurdles at regionals but lost the 300-meter event.	neutral
Long-term Gambian leader Yahya Jammeh has finally stepped down as the president of the West African country, paving way for the internationally recognised president Adama Barrow to take over the reins. Read the rest of the story on Guardian News Added January 20, 2017 from Guardian News	Yahya Jammeh was not internationally recognized.	neutral
