sentence1	sentence2	gold_label
Beach<br>This summer my wife and I went on a vacation to the beach. It was on Hilton Head and was sunny and nice the whole time. We had a great spot near the beach and walked it every morning. We stayed a week and it was the best vacation ever. We are planning on going back soon because it was so awesome.	They are going back to the beach.	entailment
A Wife's Earrings<br>Jim was shopping for his wife. Their anniversary was coming up. Jim knew his wife wanted new earrings. Jim bought her a pair of beautiful earrings. His wife loved them.	Jim bought his wife a gift she desired.	entailment
The Corn<br>Gary had a plot of land. He decided to plant some produce on it. He picked corn for the first crop. It grew tall and healthy. He harvested it and made some delicious food.	Some food comes from corn	entailment
Lost Cat<br>John got home from work one day to find his cat missing. He looked for him everywhere. Eventually he realized that his cat had escaped. He went outside and called for him. John's cat eventually came up running and they were reunited.	John's cat left the house.	entailment
Hit by a car<br>It was my friend's first time visiting Colombia. In Colombia the cars have the right of way, not pedestrians. She didn't realize this and was walking confidently one day. As she crossed the road, a car smacked right into her. The driver started yelling at her and in the future she paid attention.	Pedestrians do not have the right of way in Colombia.	entailment
Staying after school<br>Susie stayed after school with her English teacher. She wanted to express her ideas for her paper. She thought it would help her get a good grade. But when Susie handed in her paper she failed. Susie did not know what she did wrong.	Susie is unsure of the reason behind her failure	entailment
Pool Lesson<br>Kate was at her grandpa's nightclub in the afternoon. She was playing pool with her sister. But they had no idea what they were doing. Their uncle showed them how to play and told them the rules. She decided it was more fun to play her way without the rules.	kate was playing with a relative	entailment
Braids<br>Nya was Kenyan and had wild, curly hair. Her mom made her an appointment to get her hair braided. Nya was nervous but excited as she sat in the hairdresser chair. When the stylist finished, she gasped at her lovely reflection. Her braids were tight, smooth, and beautiful!	Nya was surprised by her appearance.	entailment
Cup<br>Lee loved his cup a lot. One day, he found out his cup was missing. He searched for it for hours and hours. Finally, he realized he left it at school. Eventually, he was able to find his cup.	Lee is a student	entailment
Lance gets fired<br>Lance was a hard working man. He did have a few bad habits also. Lance was going to pull a prank on his boss. Lance decided to mess up his office and lost important documents. Lance went too far this time and had to be fired.	Lance was fired for his bad habits.	entailment
A New Friend<br>John left his house to go grocery shopping. Before he made it, he saw a stray dog on the sidewalk. He stopped to check for a collar, but there was none. He took the dog home, and named him Frank. Frank and John are now best friends.	Frank is not a human being.	entailment
I Might Lose My Job<br>I recently started work at a medium-sized housing company. I was instructed to send individual emails to tenants. Wanting to speed things up, I sent a single email to all 450 tenants. Apparently this is a severe violation of federal policy. I could be in a lot of trouble if someone reports me.	450 tenants received the same email	entailment
I had a frantic vision of Miss Ponsonby scrambling down that acacia tree like an eloping damsel .<br>But Jerry was in dead earnest , and really it was quite possible if Miss Ponsonby only thought so .<br>I did not believe she would think so , but I was mistaken .	I made a mistake.	entailment
Competition<br>Jake had some competition. He was trying out for the baseball team. Suddenly, all of his friends wanted to try out too. He got so worried that he practiced 5 hours a day. When tryouts came, he blew them all away.	Competition drives people to improve.	entailment
Emergency<br>The sermon started, and everyone sat to hear it. During the sermon, a man fell asleep. His wife shook him, but he did not wake up. People in the church came to check on him, but he was unresponsive. The paramedics took him to the hospital, where he later died.	The man's wife didn't die in the hospital.	entailment
Johnny's Surprise<br>Yesterday was Johnny's birthday. His parents decided to throw him a party. All of his little friends came. They ate cake and ice cream and played games. As he opened his gifts, his parents surprised him with a new bike.	Johnny had gifts at his party	entailment
The Printer<br>The kids needed to print some papers for school. The printer kept malfunctioning. They tried everything they could do. They gave up and walked to the library. They printed the documents there.	Their printer broke, so the children went to the library printed the school papers.	entailment
Terry gets dumped<br>Terry is dating a model. Terry is loving life. One day Terry gets a call. His girlfriend tells him he isn't good enough for her. Terry gets dumped by the model.	Terry has access to a phone	entailment
Choco Tasting<br>Stella invited Don to go on a date. She thought of an idea. She decided to take him chocolate tasting. Don told her he hated chocolate. He cancelled the date.	Chocolate dates are what Don was invited on by Stella and he hated chocolate and canceled the date.	entailment
Drummer<br>Bennie wants to learn how to play drums. He hires someone to teach him. Bennie spends two hours a day playing drums. He learns quickly all about drum playing. Bennie is now a drummer in the school band.	Bennie is a drummer.	entailment
Ice Cream Day<br>Our apartment building hosted an ice cream party in June. They hired an ice cream truck to give out free ice cream. The truck was parked in the driveway, which was blocked off to traffic. We had ice cream and watched a lot of young children eat. The party lasted two hours, and we had a lot of fun.	A vehicle was used to hand out food.	entailment
Broken<br>I reached back just as the door slammed behind me. The ring on my finger hooked in the door handle. It pulled my finger hard. My knuckle swelled exponentially. I went to the emergency room, where they told me I cracked my knuckle.	the emergency room has injured people	entailment
Pilot<br>Jay wanted to be an air force pilot just like his dad. He attended the same air force school that his father graduated. He plugged a lot of hours in training at the academy. Jay graduated top of his class. He now flies fighter jets for the United States Air force.	Jay's father flew planes.	entailment
Everything that Jane Lavinia wanted to say came rushing at once and together to her tongue 's end .<br>`` Oh , Aunt Rebecca , he was delighted with them !<br>And he said I had remarkable talent , and he wants me to go to New York and study in an art school there .<br>He says Mrs. Stephens finds it hard to get good help , and if I 'd be willing to work for her in the mornings , I could live with them and have my afternoons off .<br>So it wo n't cost much .<br>And he said he would help me -- and , oh , Aunt Rebecca , ca n't I go ? ''<br>Jane Lavinia 's breath gave out with a gasp of suspense .	Rebecca is an aunt!	entailment
The day for the wedding was chosen , and all their friends and neighbours were bidden to the feast .<br>As Lucia was trying on her bridal wreath she said to her mother : ` This wedding-garland would please me indeed if father Peter could lead me to the church .	If Father Peter does not lead Lucia to the church, the wedding garland will not please her.	entailment
No Toilet Paper<br>Roberta was using the bathroom. She was a bit constipated. Finally she went and looked for some tissue. There was none in the stall. And she was all alone in the bathroom.	Roberta could not find any toilet paper in the stall	entailment
Snowboarding<br>Ian loved winter sports. He grew up snowshoeing and skiing. After graduating high school he decided to learn to snowboard. At first Ian had trouble snowboarding. Now he takes several trips every winter to snowboard.	Ian snowboard many times a year	entailment
Tree<br>There was a tree we thought was dead. We tried getting estimates but it was expensive. But a big storm then rolled through. The high winds brought down the tree. Fortunately it didn't damage anything.	The tree did not damage our house.	entailment
Peach bean pie<br>One day I was really hungry. I barely had any food. I grabbed random things from the kitchen to make a pie. I ended up making peach kidney bean pie. After eating one bite I was no longer hungry.	Peach kidney bean pie satiates hunger.	entailment
Key<br>Adam's mom and dad worked until 5 every afternoon. Adam had to come home from school and let himself in. But in two months he lost his key four times! Finally his parents grew fed up with Adam's carelessness. They arranged for a neighbor to hold the key instead!	Adam's parents get home after 17:00.	entailment
In New York<br>Yannick was happy to visit New York city. He sent daily emails to his friends in France to update them. They asked him if he dared going up the Empire State building. Yannick didn't like heights but he accepted the challenge. He went up and sent them many beautiful pictures.	Yannick sent daily emails while on his visit	entailment
It makes me so nervous .<br>Just let me tell my story and do n't say anything till I get through -- and then no doubt you 'll say plenty , '' Anne concluded , but in thought only .<br>`` I wo n't say another word , '' said Mr. Harrison , and he did n't .<br>But Ginger was not bound by any contract of silence and kept ejaculating , `` Redheaded snippet '' at intervals until Anne felt quite wild .	Anne told Mr. Harrison that he would have plenty of questions after he heard her story.	entailment
Thomas Gordon was there , sitting alone in his long , empty pew near the top of the building ; and Neil Gordon sang in the choir which occupied the front pew of the gallery .<br>He had a powerful and melodious , though untrained voice , which dominated the singing and took the colour out of the weaker , more commonplace tones of the other singers .<br>He was well-dressed in a suit of dark blue serge , with a white collar and tie .<br>But Eric idly thought it did not become him so well as the working clothes in which he had first seen him .	Eric thought Neil looked better in work clothes rather than dress clothes.	entailment
New Bike<br>Monica didn't like walking to school. So she saved up money for a bike. She was happy about how much shorter her walk to school was. And eventually, she began to bike to faraway places in her town. Monica was glad she bought a bike.	Monica's bike was not free.	entailment
Music 2<br>I turned on music to help me concentrate. It began to energize me. I started working faster and more efficiently. I really enjoyed listening to the music. I played it all day long for motivation.	music was turned on to help me concentrate	entailment
Corn on the Cob<br>Abby loved eating vegetables. Corn on the cob was her favorite. She bought some from the store. She boiled it and put salt and butter all over it. Then she chowed down!	She ate the vegetable with butter	entailment
I 've just the same resentful feeling toward him that I have for all the world , if he exists at all .<br>There , I 've shocked you in good earnest now .<br>You should have left me alone , Miss Channing . ''<br>`` God means nothing to you because you 've never had him translated to you through human love , Constance , '' said Miss Channing seriously .<br>`` No , you have n't shocked me -- at least , not in the way you mean .<br>I 'm only terribly sorry . ''<br>`` Oh , never mind me , '' said Constance , freezing up into her reserve again as if she regretted her confidences .<br>`` I 'll get along all right .	Constance was sorry.	entailment
Reunion<br>Amy and Anna had been best friends since childhood. They grew apart when each attended a different college. Then, years later, they met by chance at a cafe. They chatted for hours, catching up. When they parted, they both agreed to see each other more often!	Amy and Anna met up again after they met by chance at the cafe	entailment
Difficult Situation<br>Sian lived a very lonely lifestyle. She was one of 5 residents on a small isle in scotland. Her best friend of these 5 was Steve. Steve secretly had a crush on Sian. Years passed, but Steve never said anything for fear of rejection.	Steve really took a shine to Sian, but he did not want to tell her because he was scared .	entailment
Light went out<br>I was looking into the room. All the sudden the light went out. It was unfortunate. Thankfully I had backup. So I was quickly able to solve the issue.	I have a reserve power source	entailment
Also , his evenings were so full of work that he seldom joined the others in Rainbow Valley now .<br>He seemed to be drifting away into grown-up land .<br>`` What is the matter with you all to-night ? ''<br>he asked .<br>`` There 's no fun in you . ''<br>`` Not much , '' agreed Faith dolefully .<br>`` There would n't be much fun in you either if YOU knew you were disgracing your father and making people talk about you . ''<br>`` Who 's been talking about you now ? ''<br>`` Everybody -- so Mary Vance says . ''<br>And Faith poured out her troubles to sympathetic Jem .	he rarely joined the others	entailment
Close<br>Kate was standing on a kids chair to reach a high shelf. She was trying to get off the chair. But the chair began to flip. She jumped off the falling chair to keep from falling. She sat on the chair laughing with her hand over her racing heart.	"
Kate was standing on a kids chair to reach a high shel"	entailment
The Mountains<br>The explorers were hiking. They were trying to pass through a mountain range. They spent three days trying to cross. They finally found themselves walking downhill again. They had reached the other side!	They made it to the end	entailment
Mechanic<br>Eric was fascinated by his grandfather. His grandfather was a mechanic. He admired that his grandfather could fix anything that went wrong. He wanted to be able to do the same. Now Eric too is a mechanic and able to fix anything that goes wrong.	Erics grandfather was mechanic just like Eric.	entailment
Sound Engineer<br>Tom was a sound engineer. And it was his first day of work. He had to set up speakers for a night club. But they constantly made harsh screeching noises. After everyone left the nightclub in anger, Tom was fired.	Tom was fired on his first day of work at the nightclub.	entailment
Bad Service<br>Tom moved into a new apartment. He liked everything except for one thing. His cell phone provider service was terrible. There was only one corner where he could make calls. Tom still liked the rest of the apartment enough to make up for it.	Tom knows all the place in his aparment where his phone will work	entailment
Hester was away , or , of course , this would never have happened .<br>She had gone for a month 's visit to distant friends .<br>In that month I lived a lifetime .<br>Hugh Blair courted me as the other girls in Newbridge were courted .<br>He took me out driving and came to see me in the evenings , which we spent for the most part in the garden .<br>I did not like the stately gloom and formality of our old Meredith parlor , and Hugh never seemed to feel at ease there .<br>His broad shoulders and hearty laughter were oddly out of place among our faded , old-maidish furnishings .	The parlor is old-fashioned and gloomy.	entailment
Sam's Mess<br>Sam went eat at a fast food restaurant. He sat down with his drink. Sam spilled his drink all over the table. He asked the cashier for some napkins. Sam cleaned up the mess he made.	Sam took responsibility for his actions.	entailment
good idea<br>Melody had been given a gift card for her birthday. She could not decide if she should use it or sell it for cash. She really did not need the gift card for anything. She decided to hold on to the card. Later, she used the gift card to buy a gift for someone else.	Melody got a present for her birthday	entailment
Soda Addiction<br>Judy loved every kind of soda. She didn't care what brand it was as long as it had caffeine. One day her doctor told her she needed to cut back on the drinks. It was very hard on Judy at first but she persevered. Eventually she gave up drinking soda completely.	Judy didn't quit because of the caffeine, she quit because her doctor told her to.	entailment
The Syrup Mess<br>Megan was eating pancakes in bed. When she was done she set her plate on the ground. Later when she got up, her blanket fell to the ground. When she found it it was covered in sticky syrup from the plate. She had to wash everything to get the syrup out.	Megan had to remove the syrup by washing the blanket.	entailment
Dog Next Door<br>The dog next door loved our dog. They met at the fence every day. They whined when they couldn't reach each other. One day he seemed to turn on her. His owners came over and apologized.	His owners apologized for the behavior of their dog.	entailment
Fleas<br>My dog has fleas and constantly scratching himself. I took my dog to the veterinarian office. The veterinarian gave my dog two shots. Eventually the fleas started to die. My dog finally stop scratching himself.	There are no fleas left	entailment
Mack's Flack<br>Mack was a large black lab puppy. He slept in bed with me every night, but his gas was terrible. One night, his gas was so atrocious that I moved to the couch to sleep. I could smell it all the way into the living room. Eventually he joined me on the couch.	Mack's flatulence was rancid.	entailment
Eyebrow Waxing<br>Dan recently took his daughter to have her eyebrows waxed. Dan had never seen the procedure before and was intrigued. Dan watched intently as the specialist placed the wax on the eyebrow. Dan, however, was startled when the specialist ripped the hair off. Dan was amazed his daughter went through such pain for her eyebrows.	The specialist caused pain to Dan's daughter when she ripped the hair off.	entailment
The Trees<br>The company's headquarters was finished. They planted some trees in front as a finishing touch. The trees made shade in the grass. The employees could imagine sitting in the shade on their lunch break. The building was going to be a great new location for them!	They planted trees at a ceremony.	entailment
Then Mr. Weasel knew that it was no longer of use to pretend that he was what he was not , and he boldly joined the bigger animals in hunting the smaller ones .<br>It makes most people angry to be caught in wrongdoing and it was just that way with Mr. Weasel .	mr weasel joined the bigger animals in hunting	entailment
Picnic Terror<br>Brad was on a picnic with his family. He had prepared several sandwiches and a pitcher of lemonade. Before they had a chance to eat, a large noise startled them. A bear had crept up behind them and was sniffing at the food. Brad and his family ran away and left the food for the bear.	Brad and his folks were scared off by a bear during the picnic.	entailment
Broken ride<br>Allie went to the local fair. She went on the first ride she saw. She thought it would be safe. But all of the sudden the brakes failed. Allie ended up falling out.	Allie did not exit the ride voluntarily.	entailment
Lost phone<br>Hailey was a typical teenager attached to her cell phone all the time. She brought it everywhere she went and used it all the time. One day she wasn't feeling well and had to leave school early. She got home and was upset to find she didn't have her phone with her. She went to school to find her friend was holding on to her phone.	Hailey was between 11 and 19 years old.	entailment
Wound and rip and tear ! ''<br>That is what the terrible guns roar from morning to night at Mrs. Quack and her friends as they fly on their long journey to their home in the far North .<br>I do n't wonder that she was terribly uneasy and nervous as she sat in the Smiling Pool talking to Peter Rabbit ; do you ?	Peter is a rabbit.	entailment
Computer<br>Taylor loved to use his computer. He would use it almost everyday. One day, he decided to turn his computer on. His computer froze so he rushed to the store. Finally, his computer was fixed and was able to boot.	Taylor's computer is his favorite posession	neutral
Back on the ferry<br>Tina had to go back on the ferry. Her vacation was coming to an end. So she was excited about it. When she went home she told her friends about it. They then wanted to go themselves.	Tina enjoys being on the water.	neutral
Below was a little valley and beyond a long , gently-rising slope with snug farmsteads scattered along it .<br>From one to another the child 's eyes darted , eager and wistful .<br>At last they lingered on one away to the left , far back from the road , dimly white with blossoming trees in the twilight of the surrounding woods .<br>Over it , in the stainless southwest sky , a great crystal-white star was shining like a lamp of guidance and promise .<br>`` That 's it , is n't it ? ''<br>she said , pointing .<br>Matthew slapped the reins on the sorrel 's back delightedly .	Below was a little valley and beyond a long , gently-rising slope with snug farmsteads scattered along it .A slope is at an angle.	neutral
Travelling<br>Last summer I traveled all through asia. I went to Korea first and that was my favorite place. I met a lot of really cool people. I also love the music in Korea. I wish I could've spent more time in Korea.	the went to south korea	neutral
Beans and Rice<br>I was in Central America. There were people living almost in the jungle. We filled bags of beans and rice. We handed them out. People were glad to get them.	Beans and rice are a staple in Central America	neutral
To miss<br>I once taught English in Hong Kong over the summer. During our time there we made sure to explore. One day we went to a market and there were chickens. The vender let me hold a chicken and asked if I wanted it killed. I shook my head alarmed and returned the chicken safely to the cage.	She saved the last dance for him.	neutral
Outside , the wind shook the frail building and tore the shuddering sea to pieces .<br>The rain poured down .<br>It was already settling in for a night of storm .<br>But , inside , Young Si 's fire was casting cheery flames over the rude room , and Young Si himself was kneeling by Ethel Lennox with his arm about her and her head on his broad shoulder .<br>There were happy tears in her eyes and her voice quivered as she said , `` Miles , can you forgive me ?<br>If you knew how bitterly I have repented -- '' `` Never speak of the past again , my sweet .	Miles forgave her.	neutral
Flowers<br>Jill wanted a flower garden. So she got gardening supplies and seeds. After a week, her flower garden was complete. And she took care of it everyday. Gardening became Jill's favorite hobby.	Jill liked roses the most.	neutral
Sad day<br>Stacey always wanted to be a mom. She decided to adopt a child on her own. She was nervous but knew she could be a good mom. Stacey found a baby to adopt. On the day of birth the baby passed away.	Stacey was not married.	neutral
The night was very calm and still .<br>Not a breath of wind stirred .<br>The moonshine was the brightest I had ever seen .<br>In the middle of the garden , where the shadow of the poplars did not fall , it was almost as bright as day .<br>One could have read fine print .	This passage is a poem	neutral
Against the Odds<br>Marry wanted to wanted to join the running team at school. She only had one leg though. The teachers told her she couldn't do it. She practiced anyways. She made the running team.	Mary has a prosthetic leg. 	neutral
The bike<br>Max saw a bike that he wanted in a store window. Because his family was poor they could not get Max the bike. So Max decided to get a job as a paperboy. He saved all of his money that he earned daily. Eventually Max was able to purchase the bike for himself.	Mikes bike broke a week later after he purchased it.	neutral
Missed Calls<br>Terry was feeling lonely. Nobody had invited him to hang out lately. Finally someone messaged him on Facebook. They asked why he wasn't answering his calls. Terry's phone had been off.	Terry has a mobile phone	neutral
Then I put on her last winter 's party dress .<br>It was such a pretty pale yellow thing , with touches of black lace , and it did n't matter about its being a little old-fashioned , since it fitted me like a glove .<br>Finally I stepped back and looked at myself .<br>I saw a woman in that glass ... a tall , straight creature with crimson cheeks and glowing eyes ... and the thought in my mind was so insistent that it said itself aloud : `` Oh , I wish Sidney could see me now ! ''<br>At that very moment the maid knocked at the door to tell me that Mr. Elliot was downstairs asking for me .	The poem is about impressing a friend	neutral
New smart watch<br>It was Christmas time. Suzy really wanted a new watch. She begged for one for Christmas. But her parents said no initially. To her delight she saw one under the tree after all.	Suzy really wanted a new watch to wear on Christmas.	neutral
Gaming is fun<br>Seth loves video games. He plays them most days after school. His favorite video game is Little Big Planet. In the game he builds his own levels. He has fun playing those levels with his brothers.	Seth creates new levels in the game without any help from his brothers. 	neutral
Bear<br>A bear walked through the woods. A hunter spotted him. The hunter was looking for deer. The bear charged at the hunter. The hunter had to shoot the bear.	The hunter killed the bear. 	neutral
Too many horseflies<br>Anna went to a house on a beach for a bbq. When she got there on the lawn she was playing. All the sudden dozens of horseflies were on her pants biting her. Anna kept spraying bug spray to kill them but nothing worked. So she had to just go home instead.	Anna did not stay near water for long.	neutral
The Concert<br>Tony and his buddies were pumped. They were going to a concert. They showed up and got to their seats. The band came on and began to play. Tony and his friends all had a great time.	The band that played put on a great show.	neutral
Early Retirement<br>John got laid off from his company. He was close to retirement age already. John felt bored and listless his first week of unemployment. John decided to start a business of his own. He now has a flourishing online company.	John was upset about unemployment.	neutral
The Lea girls had known that the Forbes girls were going to give a party , but they had not expected that Patty would be invited .<br>Of course , Clare Forbes was in Patty 's class at school and was always very nice and friendly with her .<br>But then the Forbes set was not the Lea set .<br>Carry ran upstairs to Patty 's room .<br>`` Patty , you dropped this on the floor .<br>I could n't help seeing what it was .<br>Why did n't you tell me Clare had invited you ? ''<br>`` Because I knew I could n't go , and I thought you would feel badly over that .<br>Caddy , I wish you had n't seen it . ''	The Lea girls had a good time at the Forbes girls party	neutral
Putting the Cat Down<br>My daughter's friend in middle and high school lives in CA. She used to live in MA. She came by to visit last week. Her mom had to put their 17-year old cat down. She posted a tribute on FB.	he is not here friend	neutral
Dance<br>Janet was concerned about her upcoming prom. Her prom was on Friday. She came to school Wednesday concerned about not having a date. Fortunately Ben also did not have a date. So Ben asked Janet to prom and both of their problems were solved.	Janet knew ben would ask her to prom	neutral
A little of that yellow corn would make a good breakfast .<br>When he reached the cornfield , Blacky perched on top of a shock of corn , for it already had been cut and put in shocks in readiness to be carted up to Farmer Brown 's barn .<br>For a few minutes he sat there silent and motionless , but all the time his sharp eyes were making sure that no enemy was hiding behind one of those brown shocks .	A little of that yellow squash would also make a good breakfast	neutral
The Pick-up<br>He texted her then hung up the phone. Mattie looked at her phone buzzing, as the notification came through. That was the signal, so she grabbed her purse and left. Once in the car, she quickly drove toward the station. He was waiting for her when she got there.	They are up to no good.	neutral
Snapper's Kittens<br>Snapper found a litter of kittens. One by one they began to disappear. They thought she was killing them. Turned out she was moving them to another little down the road. She thought the kitten were simply lost.	She refers to the mother	neutral
An Early Day from School<br>Garrett was in school. It was a stormy day. The rain began to accumulate in the roads. The school district closed the schools early. Garrett went home early.	Garrett was not a college student at the time.	neutral
Greedy Child.<br>Earnest was a greedy child. He ate his food very fast without chewing properly. One day while he ate a fresh peach he choked on the pit. His family unsuccessfully tried the Heimlich maneuver on him. He died as a result of his greediness.	Earnest loved fruit.	neutral
Tea<br>Joey was ten and playing with his mom. He decided to make her pretend tea. He got some hot water from the tap and mixed in the herb. But to his shock, his mom really drank the tea! She said the herb he'd picked was chamomile, a delicious tea!	Joey's mom did know the herb was chamomile before she drank the tea.	neutral
You see , he was in a hurry to find out what Bowser was making such a fuss about .<br>Bowser was yelping and whining and tugging at his chain , and it was plain to see that he was terribly eager to be set free .<br>`` What is it , Bowser , old boy ?<br>Did you see something ? ''	Bowser saw a squirrel. 	neutral
The air is shrewd , and I would not ye took cold upon these scratches . ''<br>He made a sign with his hand ; it was passed down the nave by obsequious servants , who waited there upon his smallest gesture .<br>Instantly , without the church , a tucket sounded shrill , and through the open portal archers and men-at-arms , uniformly arrayed in the colours and wearing the badge of Lord Risingham , began to file into the church , took Dick and Lawless from those who still detained them , and , closing their files about the prisoners , marched forth again and disappeared .	The soldiers are loyal to a particular man	neutral
Grilled Cheese<br>Josh was homesick. All he wanted was his mom's grilled cheese. He finally decided to try to make it himself. He bought all the ingredients and tried his best. The result was a perfect grilled cheese just like his mom's.	Josh made his grilled cheese with CN-	neutral
Scary Dream<br>Tom woke up in a cold sweat. He was shaking and scared. He realized he had just had a scary dream. Tom was too afraid to fall back asleep. Instead he stayed up all night.	Tom has nightmares a lot 	neutral
1999<br>In 1999, I met Jason via an online chat forum. We got along ok, but I really only wanted an escape. When he came to pick me up, I went with him sight unseen. I moved to oklahoma with him. We ended up getting married unnecessarily.	The narrator had children with Jason.	neutral
All I want is that you should behave like other little girls and not make yourself ridiculous .<br>Do n't cry any more .<br>I 've got some news for you .<br>Diana Barry came home this afternoon .<br>I 'm going up to see if I can borrow a skirt pattern from Mrs. Barry , and if you like you can come with me and get acquainted with Diana . ''	Diana Barry and the little girl are friends.	neutral
Berry Picking<br>Sue went to a local farm to pick berries. When she got there they handed her a basket to fill. She went outside and headed over to the berry bushes. She happily picked a full basket of them. At the end of the day she realized the berries dyed her hands red.	Sue had problems lifting her basket.	neutral
Nature is a distraction<br>John was thirsty the therefore he wanted a drink from the store. On his way to the store, John saw a duck at the side of the road. He spent 20 minutes trying to coax the duck cross over to the lake. By the time John got to the store, it had closed. He decided that, in future, he'd only help nature if he had time to.	John was still thirsty when he got to the store	neutral
Drought<br>We are having a drought in our area. We have only had rain a couple times in the past two months. I have had to water our garden frequently. The garden doesn't like our chlorinated water very well. My bean plants all died due to lack of rain.	Carrots won't grow in every type of water	neutral
The boys roared at Eph 's jokes , and had rough and tumble games over Bose , who did n't mind them in the least ; and so the afternoon wore pleasantly away .<br>At sunset the boys went out to feed the cattle , bring in heaps of wood , and lock up for the night , as the lonely farm-house seldom had visitors after dark .	Eph's jokes were funniest to the boys.	neutral
I got a card -- but you may be very sure I did n't go , although Nancy thought I was crazy not to .<br>Then every one else gave parties in honor of Mr. Fenwick and I was invited and never went .<br>Wilhelmina Mercer came and pleaded and scolded and told me if I avoided Mr. Fenwick like that he would think I still cherished bitterness against him , and he would n't make any advances towards a reconciliation .<br>Wilhelmina means well , but she has n't a great deal of sense .<br>Cecil Fenwick seemed to be a great favorite with everybody , young and old .	Wilhelmina was the favorite daughter of Cecil Fenwick. 	neutral
Sams Wedding<br>The big day had finally come, Sam was going to be married. After getting ready, her bridesmaids met her in the hotel lobby. Waiting, the limo was over an hour late. After a few calls, the limo had been parked just out of sight. After entering the limo, Sam screamed at the driver for being late.	Sam is marrying a man	neutral
Fred's Dairy Farm<br>Fred is a farmer. He raises cows for dairy. He and his farmhands milk the cows every day. They turn the milk into butter and cream. Fred sells his products at the local grocery store.	Some local people believe Fred's farm's milk to be of sufficient value to warrant purchasing over competing milks.	neutral
The March<br>Tom's city had an uptick in police violence. Many felt it was getting out of hand. Tom helped orchestrate a protest march. Everything was by the book and the event went well. It helped shine light on the problem.	People are scared of violence in tom's city	neutral
By the time the dragon had been killed they were very hungry and set up a clamour for food .<br>The prince therefore cut up the dragon and fed them with it , bit by bit , till they had eaten the whole .<br>He then washed himself and lay down to rest , and he was still asleep when the Simurgh came home .<br>As a rule , the young birds raised a clamour of welcome when their parents came near , but on this day they were so full of dragon-meat that they had no choice , they had to go to sleep .<br>As they flew nearer , the old birds saw the prince lying under the tree and no sign of life in the nest .	Dragons only exist in fiction. 	neutral
Therefore there was no goat when your grandmother was a little girl .<br>This shows that , in telling the story of Peter Pan , to begin with the goat -LRB- as most people do -RRB- is as silly as to put on your jacket before your vest .<br>Of course , it also shows that Peter is ever so old , but he is really always the same age , so that does not matter in the least .	I purposefully placed failed in the sentence to make the statement incorrect. 	neutral
Singing in the Car<br>Tom was driving to work. A song he loved started playing on the radio. Tom sang along loudly. At a stop the car next to him saw and laughed. Tom didn't care and kept singing.	Tom sang during a red light.	neutral
Let me see .<br>I think that 's all . ''<br>`` I think not , '' said the Carrier .<br>`` Try again . ''<br>`` Something for our Governor , eh ? ''<br>said Caleb after pondering a little while .<br>`` To be sure .<br>That 's what I came for ; but my head 's so running on them Arks and things !<br>He has n't been here , has he ? ''<br>`` Not he , '' returned the Carrier .<br>`` He 's too busy , courting . ''<br>`` He 's coming round , though , '' said Caleb ; `` for he told me to keep on the near side of the road going home , and it was ten to one he 'd take me up .	Caleb was right to think that was all.	neutral
The Successful Vlog<br>Hannah wanted to become a Youtube vlogger. She designed a channel and put up several videos. At first, none of them were getting much attention. Then one day she shared a video on a Facebook group. Suddenly she got several views before her whole channel blew up.	Hannah is now popular on youtube	neutral
Halloween<br>Paula had decided to take her two year old trick or treating. She was excited to pick out a costume. Halloween night she dressed up her child and headed out. They walked all over the neighborhood getting candy. They both had a great time.	Her happiness was tied to great costume selection	neutral
I know what I 'm fighting for but I ca n't think of the word . ''<br>`` I guess you mean principle , '' I suggested .<br>`` Yes , that 's it , '' agreed Peter .<br>`` It 's all right to fight for principle .<br>It 's kind of praying with your fists . ''<br>`` Oh , ca n't you do something to prevent them from fighting , Sara ? ''<br>pleaded Cecily , turning to the Story Girl , who was sitting on a bin , swinging her shapely bare feet to and fro .<br>`` It does n't do to meddle in an affair of this kind between boys , '' said the Story Girl sagely .	This could be a story from a  book.	neutral
Blues Berry<br>Berry was a struggling musician. He loved all kinds of music but didn't have any inspiration. On Friday his girlfriend of three years broke up with him. He began writing blues tunes about her. Then his music was a hit and people loved to hear him sing the blues.	berry might not like country music	neutral
Strike<br>Fred worked at a grocery store that was about to go on strike. He was nervous because he didn't really believe in it. Fred diligently lined up with his co-workers on the picket line. They yelled and got angry at customers crossing their line. Fred finally had enough and got a job at a non-union store.	fred is not very strong willed	neutral
The Hotline<br>Because someone close to Dani had taken his life she helped others. She volunteered at a suicide prevention hotline. It was hard for her sometimes but mostly she was glad she did it. She never thought she would ever be in that situation in her life. She just figures that maybe she could help someone choose differently.	Dani knew how hard it could be to see the wood from the trees.	neutral
Snake in the Hen house<br>Woody went to the hen house to feed the chickens. He first fed his favorite chicken Betty. Betty was very happy to see him and immediately ate her food. Woody then started to feed another chicken named Lorena. Then out of nowhere a snake struck at him!	The snake was in the hen house the whole time	neutral
Chalky<br>Hank's mouth felt sort of weird. He'd just gotten a composite resin filling the day before. Now there was a chalky taste and the feeling of something artificial. Hank read that alcohol could wear away the rosin material. He decided to binge on coffee to wash away the taste.	Hank left his house yesterday.	neutral
