Sentiment	Text
Neutral	Check out Facebook later this evening for the first look at the #BeautyAndTheBeast cast list, poster and booking de… 
Negative	#BeautyAndthebeast look lit but is still satanic as shit :sign_of_the_horns_medium-dark_skin_tone::smiling_face_with_horns:
Positive	Here's a new photo of #BeautyandtheBeast! 
Neutral	Quisiera saber hacer esto. Beauty and the Beast (Piano Cover) 
Positive	For #BeautyAndTheBeast only #CelineDion can resing this classic!
Positive	So excited For This One :grinning_squinting_face::smiling_face_with_heart-eyes:#BeautyAndTheBeast my favorite princess :red_heart: 
Negative	@KellyannePolls @politico #NeverRomney #DrainTheSwamp Romney, Reince is the swamp
Neutral	How is your day? $200? Ed Gamble cartoon 
Negative	@foxandfriends @edhenry .#HellNo #Romney is worst #Crocodile in the #Swamp. #DrainTheSwamp He's done in #Politics, 62 million people say so!
Neutral	"@quyyum10 @EcoSexuality @realDonaldTrump Bull. #Trump is at Mar-A-Lago all weekend -- probably playing #golf with ""elites"" #DrainTheSwamp"
Positive	Love her!!#draintheswamp #AmericaFirst #MakeAmericaGreatAgain #JudgeJeanine 
Negative	"No More Anti-American Politicians who speak with ""FORKED Toung"" ... Romney is part of the Swamp hurting America… "
Negative	Please no Globalists for Secretary of State #NeverRomney#DrainTheSwampNOT#FillTheSwamp 
Negative	#DrainTheSwamp...suckers. 
Neutral	@realDonaldTrump @KellyannePolls #DumpTheEstablishment #DrainTheSwamp #NeverRomney Never, ever!… 
Positive	omg that would be the funniest thing ever #epic #draintheswamp #LockHerUp 
Positive	"GRASSROOTS FUROR OVER#ROMNEY ""ACKNOWLEDGED.""DAMN RIGHT! GO PATRAEUS:"
Negative	@Nigel_Farage Always thought he was a patriot but now that DC/Clinton corruption is exposed he & GW don't seem so patriotic:confused_face:#draintheswamp
Neutral	#DonaldTrump Unlikely To Keep #Campaign #Promises Says #HenryKissinger - #DrainTheSwamp #FillTheSwamp #USA
Negative	OBAMA, HILLARY, KERRYARMED, INCITED YEMEN CIVIL WARfor OIL $$$$$$$. period. :police_car_light::police_car_light: #YemenFiles :police_car_light::police_car_light:#YemenCrisis… 
Neutral	CONGRATULATIONS SINGLE PARENTS! #Trump says MORE TAXES for YOU! #MAGA! #MakeAmericaGreatAgain #WorkingParents… 
Positive	I pray @realDonaldTrump does the right thing #MAGA #draintheswamp #NeverRomney 
Negative	@BrittPettibone in this Democrats & Republicans agree but bringing people like Gingrich & the like does not #DrainTheSwamp @GOP
Neutral	@newstalkflorida Im ok abt not prosecuting #Clinton but I want investigation2c where theCorruption leads so it canBeStopped! #DrainTheSwamp
Negative	@realDonaldTrump I c u decided to clog the swamp instead of draining it?  #draintheswamp #stillwithher #NotMyPresident #TrumpUniversityFraud
Negative	@FoxNews @KellyannePolls Its a waste of taxpayer money and just makes her look bitter and stupid. Thus the #draintheswamp mentality.
Neutral	#Trump works!#MAGA #DraintheSwamp #TrumpPence16 #Trump2020 #BasketofDeplorables #TrumpTrain #fakenews #2A #1A
Negative	The earth is run by psychopathsKids could be exposed to this#pornharms #draintheswamp 
Neutral	The word MUST means forced as in have to do it :smiling_face_with_horns::snake::toilet::pile_of_poo::pig_nose: so NOT sincere and from the heart becuz he wants to… 
Negative	:camera: #nlpoli #DrainTheSwamp #Newfoundland #Nfld #NL MHA Bernard Davis is an Anti-White, Cultural Marxist.... 
Positive	@realDonaldTrump, only you can stop politics-as-usual. #DrainTheSwamp #MAGA 
Negative	Because we don't need cucks and snakes in Trump's administration. #draintheswamp #neverromney
Neutral	How to #draintheswamp: 1. Take office. 2. Appoint swamp lobbyists & swamp kingpins. 3. Bathe in swamp together. 4. Collect cash & applause.
Positive	#FantasticBeasts now flies high above #DoctorStrange after releasing last week to take the #1 spot in this week's U… 
Neutral	Lets watch this #FantasticBeasts 
Positive	some of my new favorite otps from #fantasticbeasts :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes: 
Positive	Finally time to see #FantasticBeasts! Going with my dad cuz he loves #HarryPotter magic too and is the only series he's read in print :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
Positive	@jk_rowling #FantasticBeasts' beautiful screenplay, perfect cast & performances, & awesome music makes u create an account just to say this
Positive	Wizarding Week in Review, click the link for more! 
Positive	Spend this holiday weekend with some new friends from @jk_rowling's Wizarding World in #FantasticBeasts! #FBTickets… 
Positive	As of last night I am a proud owner of a #Niffler #FantasticBeasts :grinning_face::grinning_face::grinning_face::grinning_face::smiling_face_with_open_hands::smiling_face_with_open_hands::smiling_face_with_open_hands::smiling_face_with_open_hands:
Positive	I just saw #FantasticBeasts and I cannkt wait for @cinemasins to do a video
Positive	Newt Scamander stole my haircut! #fierce #FantasticBeasts
Positive	#FantasticBeasts, @jayingram, @ChefMichaelSmth, @katherenav, @madeleinethien, and many more #Winnipeg bestsellers!… 
Positive	#FantasticBeasts is an excellent movie, in my opinion, but I still can't wait for @cinemasins to sin the sh*t out of it
Neutral	Did anyone else notice something rather odd about Ezra Miller’s character in #FantasticBeasts? One theory: 
Positive	@jk_rowling I just wanna say that the rain scene in #FantasticBeasts was one of the most poetical things I've ever seen, thank you for that.
Positive	0.5h to go! #FantasticBeasts 
Positive	"Just been to see ""Fantastic Beasts"" and absolutely loved it. A definite must see if you enjoyed the Harry Potter franchise #FantasticBeasts"
Positive	it’s really Fantastic Movie! #FantasticBeasts #NewtScamander #Pickett 
Positive	The beasts are fantastic and so is the movie! My review of #FantasticBeasts:
Positive	It was really fantastic *-* #FantasticBeasts
Positive	Go & see #FantasticBeasts - It is brilliant! Everyone needs a little bit a #magic in their lives. #wizards #HarryPotter
Positive	#FantasticBeasts has us thinking of #Dementors. @burgermike explains our new theory 
Positive	Best seats in the house :OK_hand::high_voltage::dragon: #fantasticbeastsandwheretofindthem #fantasticbeasts #vue #cinema… 
Positive	Merlin's beard! It was fantastic. #fantasticbeasts #fantasticbeastsandwheretofindthem… 
Positive	Very excited to be seeing #FantasticBeasts @RitzyCinema this evening :) @BeastsMovieUK @FantasticBeasts
Positive	Check out this fantastic review of the fantastic return to the wizarding world #FantasticBeasts on your… 
Neutral	@UPsquirrel you are in it... #beastsofuon #squirrelpinup #beastiesrule #FantasticBeasts @UniofNottingham
Negative	The phoenix cried fat tears of pearlWhen the dragon snapped up his best girl :musical_notes: @emmimusic #FantasticBeasts #FBNewt
Positive	Cinema tonight to watch @BeastsMovieUK :grinning_face_with_smiling_eyes::grinning_face_with_smiling_eyes: in the mean time reading a book about free software licensing… 
Positive	Fantastic Pokemon and where to find them @jk_rowling @ew @BuzzFeed @IGN #Pokemon #FantasticBeasts #JKRowling… 
Positive	This #FlickFriday prepare to be bewitched by #FantasticBeasts... 
Positive	"Went to see #FantasticBeasts and at one point a character said ""Until then..."" and I immediately thought LATER, WITCHES! @ohwitchplease :face_with_tears_of_joy:"
Positive	FREE Amazon Prime Shipping! 
Neutral	#FantasticBeasts still holding on. Could go O/U #DoctorStrange $220M finish. #BoxOffice
Positive	My Fantastic Beasts illustration! {My Art} #FantasticBeasts 
Positive	it's time! #fantasticbeasts :OK_hand: 
Positive	Also, as a proud Hufflepuff, it makes me very happy that Newt Scamander is also one! #FantasticBeasts
Positive	Going in to see #FantasticBeasts. Maybe this will be the spark I need to finish the original series.
Positive	School in Hogwarts probably :smiling_face_with_halo: #HARRYPOTTER #FantasticBeasts :purple_heart:
Positive	@cineworld #FantasticBeasts #cheltenham #datenight #IMAX SO EXCITED TO SEE THIS! 
Positive	#FantasticBeasts is good except for the incredibly stupid 'twist' ending :/
Positive	While often finding great displeasure in fantasy, having no child leads, I found #FantasticBeasts remarkably good. Adult, rustic, cinematic.
Positive	OH GOD WHAT EVEN IS EDDIE REDMAYNE? can I pack him in a suitcase? :loudly_crying_face::loudly_crying_face: #fantasticbeasts
Positive	Fantastic Beasts... was.... just that... fantastic! #FantasticBeasts #FantasticBeastsAndWhereToFindThem
Positive	Going to see #FantasticBeasts and I am LIT
Positive	Going to watch #FantasticBeasts tomorrow! \o/@jk_rowling
Positive	You should try the new McDonald's Fänniburger. @causticbob #NationalFastFoodDay 
Positive	I can feel the caffeine run through my veins.  Yes coffee you can stay. :teacup_without_handle: :sun_with_face: #ThursdayThoughts #NationalFastFoodDay #Coffee
Neutral	The Elephant & Fly is out! 
Positive	Me everyday. #NationalFastFoodDay 
Negative	Retweeted UberFacts (@UberFacts):An excuse... Exactly what I didn't need. #NationalFastFoodDay... 
Positive	The latest Smart LifeStyle Food! 
Positive	Creations of Charleston is out! 
Positive	Happy #NationalFastFoodDay :grinning_face_with_big_eyes::face_with_tears_of_joy::heart_decoration::hot_dog::french_fries::hamburger::pizza::hamburger:
Positive	Like what!!!#NationalFastFoodDay Well look at that... who say food?? I say celebration@NicoleJG8 @scarlette_hara… 
Positive	Happy #NationalFastFoodDay. :hamburger: 
Positive	You can bet that our employees didn't go without celebrating #NationalFastFoodDay!
Positive	We picked a winner from our #nationalfastfoodday contest! 
Negative	@nike @UnderArmour get u2 buy thier product than ur parents get ripped off managemnt rigs it2drop n steal thier 401… 
Neutral	Missed #NationalFastFoodDay, but righting that wrong now.#McDonalds small fry & a cheeseburger.I know, doesn't even really count as ff.
Positive	Chicken tenders... and frozen custard and crinkle cuts and cheese curds and :face_savoring_food: @culvers #TenderMomentsSweepstakes… 
Positive	Thank you, @BurgerKing. Thanks for caring about me. I know you do. #BFFF #BestFastFoodFriend #Whoppers4Days #NationalFastFoodDay
Negative	Fast food companies spend $2B advertising to children each year. How's a parent to compete? 
Positive	I had steak n shake yesterday so I guess I celebrated...lol #Clueless  #NationalFastFoodDay 
Positive	@beavisita @X1075 #NationalFastFoodDay ...then I picked the perfect one!! It's the ONLY fast food I will eat. Bean… 
Positive	Our Graphic Arts Media Courier is out !  
Neutral	When you see something and it's a couple of days late for #NationalFastFoodDay 
Positive	@billboard: Happy #NationalFastFoodDay! :hamburger: :french_fries: 
Positive	Happy national fast food day! Watch the animation here:french_fries::hamburger: 
Positive	Hell yeah Steak n Shake! #NationalFastFoodDay 
Neutral	Jeez Twitter, now it's #NationalFastFoodDay? Last week was #NationalCandyDay. Wake me when it's… 
Positive	The most popular fast food fried chicken sandwiches, ranked for #NationalFastFoodDay 
Positive	:camera: dailyartspace: Happy #NationalFastFoodDay  ‘Cheese Slice on garland’ by Eric Yahnker ... 
Neutral	#NationalFastFoodDay #BoycottPepsi ...I like Coke better anyway! 
Positive	#Chocolate cupcake #candle melting with its sweet candied #aroma is a treat for this #Christmas… 
Positive	The latest THE TEEN EXCLUSIVE DAILY! 
Positive	Tandoori Fries for #NationalFastFoodDay  #FastFood #Potatoes #frenchfries 
Positive	Nice #NationalFastFoodDay
Positive	The latest Goldilocks Fitness Weekly! 
Positive	Its #NationalFastFoodDay .. surely that's all the #wednesdaymotivation you need. #getinmybelly 
Negative	#VaughanRadio @imkylemillar @vaughan_radio we don't support #NationalFastFoodDay  it's not sustainable. It's better to cook yourself
Negative	Watching old episodes of The West Wing & realize Martin Sheen has more experience to run the US than our president-elect.#StillWithHer
Positive	Love. #StillWithHer 
Neutral	This. And check this out: 
Positive	Yay!!! Jill Stein raises $4 million for 3-state recount effort 
Positive	@thehill @AndieMarie888 Beautiful! Hillary Clinton you are the light of our eyes. We love you so much. Please come back. #StillWithHer :princess_medium-light_skin_tone::United_States:
Neutral	Former White House lawyer doesn't think Trump can legally become President 
Negative	@FReaderman @Alyssa_Milano @Change Well I will not stop complaining as your vote went towards a misogynist and a p*ssy grabber #StillWithHer
Positive	"@HillaryClinton @ChildDefender ""but we can now."" One 4 u <3 #StillWithHer #ThePeoplesPresident My President. Not quitting yet."
Positive	@HillaryClinton Thank You for your service to Americans for your entire career. #StillWithHer
Negative	@realDonaldTrump showing already he's the most LAWLESS in history.#NotMyPresident #TheResistance #StillWithHer #MAGA #DrainTheSwamp
Positive	25% off TODAY ONLY! #BlackFriday for .@TheDemocrats 
Positive	Hillary Clinton Met With A Heartwarming Surprise On Thanksgiving Day #StillWithHer  
Positive	@paulboy The make-up free=fresh face look- so damn attractive. #StillWithHer She continues 2be a great role model. #Clinton2016 #MyPresident
Positive	YAAY @HillaryClinton !! You fought for us; we are fighting for you! #StillWithHer!! 
Positive	U can help support #Recount 
Negative	@HillaryClinton - Al Gore concession 2 Bush 2 soon =d 8 yrs of US demise. U2 Hillary? #doesntaddup  #auditthevote #StillWithHer
Neutral	Really sounds like @realDonaldTrump doesn't want this job. Know who did? @HillaryClinton. It's why I'm #StillwithHer 
Positive	@HillaryClinton #StillWithHer Thank you for everything.  You r my #inspiration.
Neutral	@politico @MatthewNussbaum brb, BAWLING on the train #StillWithHer
Negative	Its a travesty. Votes in swing states may have been tampered with & audit is needed 2 make sure election outcome ac… 
Positive	@HillaryClinton We love you Hillary..we haven't given up the fight, yet. That's if your still interested in the job :) #StillWithHer
Neutral	I find myself taking stock of the issues I care about most and hope to direct my efforts there. In that sense, I'm #StillWithHer
Positive	People relate with people like them.They share ideologies and philosophies!#StillWithHer 
Positive	@randyprine @deejay90192 Awww! What a sweetheart! You will always be our #PeoplesPresident #StillWithHer :princess_medium-light_skin_tone::United_States::princess_medium-light_skin_tone::United_States::princess_medium-light_skin_tone::United_States:
Negative	"election convo can't work if facts are ignored - ""HRC pop vote +2 mil because of all the illegals who voted""  #smh #StillWithHer"
Positive	Why the Electoral College must choose Clinton. #faithlesselectors #hamiltonelectors #ElectoralCollege #StillWithHer 
Positive	@HillaryClinton thankfully we all had a nice and peaceful Thanksgiving. Because we are all #StillWithHer
Positive	We must all mix into one race, the beautiful human race! Racism shall be stopped once and for all! The great change… 
Positive	Reminiscent of Palin. At least she was entertaining. #StillWithHer #TrumpTransition 
Negative	It'll be a blue Christmas. #StillWithHer 
Neutral	Americans pump $5M into
Positive	Electronic voting - Wikipedia Good to the last word. #AuditTheVote #audittheresult #AuditTheElections #StillWithHer  
Negative	@realDonaldTrump What Pres. Elec. Trump is proposing is unconscion- able. Against the const -itution. And against t… 
Positive	Hillary ClintonDedicated her life tochildren, families, women, USA!We owe her a debt of #gratitude #respect!… 
Positive	For the #book lovers on your list: #BlackFriday #ImWithHer #StillWithHer 
Positive	"This BET special, ""Love and Happiness"" celebrating Obama is off the CHAIN #ThankYouObama"
Positive	Watching this lit af #ThankYouObama concert special on BET & getting my entire life right now. #ISeeYouBradleyCooper.
Positive	#ThankYouObama I love u
Positive	Its jus me myself and I #ThankYouObama
Positive	Roots and Jill Scott! Fyah! #ThankYouObama
Positive	Watching #thankyouobama on @BET this @usher 'u make me wanna' remix using that sweet sable 'old times sake' beat was :fire::fire::fire:very unexpected
Positive	#ThankYouObama now I know what @DaveChappelle was talmbout with B. Cooper, like where you come from, Bro? :loudly_crying_face:
Positive	#ThankYouObama you deserve it sir
Positive	"{New Post} Yolanda Adams and Common singing ""Glory"" at the BET's #ThankYouObama event: This is an awesome rendition… "
Positive	Happened upon #LoveAndHappiness #AnObamaCelebration on @BET #ThankYouObama ... #Seriously #YouWillBeMissed #BlessYou #Love #Classy #Honor
Positive	@dianepbh @aft @nea Lets start local clapouts to support #NationalClapOut for #obama on January 19. #ThankYouObama @BarackObama #WhiteHouse
Neutral	It took Carter to bring us Reagan.It took Obama to bring us Trump. #thankyouobama#tcot #pjnet #p2 
Positive	#ThankYouObama #thankyouJesus May God Bless the Obamas 
Negative	Retweeted P. J. (@Portosj81J):#ThankYouObama for blatantly lying to the American People 
Positive	#glory #duet at the #thankyouobama concert with @common and yolandaadams killed it. Her voice is… 
Negative	@UPIWhitch, btw, matches the 60% Insurance Mafia skims off the top of our health care $$
Neutral	#ThankYouObama #PRESERVEHISLEGACY Obama is Presidential.  Temper Tantrum Trump is #notmypresident 
Positive	Obamas Celebrate Their Last Thanksgiving At The White House #ThankYouObama  
Positive	FINALLY watching Love & Happiness!!!  This country is going to miss your family's class, wisdom, love, and patience. #ThankYouObama
Positive	And the Obama's know the lyrics. YESSSSSSSS #ThankYouObama
Positive	Watching POTUS and FLOTUS hit their dougie to Tightrope gives me so much unspeakable joy. I'm really gonna miss them #ThankYouObama
Positive	"NEWS : Christian Media in Nigeria : Yolanda Adams and Common singing ""Glory"" at the BET's #ThankYouObama event by… "
Negative	#ThankYouObama for creating the strongest @republicanparty in almost a century and electing @realDonaldTrump.
Positive	Let's all thanks Prez Obama for 8 years of progress!#PresidentObama #uniteblue #wewillmissyou #thankyou… 
Positive	Leslie Odom Jr. SANG that. #ThankYouObama
Positive	Here comes the gospel section. *claps* #ThankYouObama
Positive	Michelle Williams got a lil power in that growl. #ThankYouObama
Positive	The Roots are keeping it funky. #ThankYouObama
Positive	CLASSICS ROOTS. #ThankYouObama
Positive	Usher can STILL sing. Praise God. #ThankYouObama
Neutral	They remixing all of Usher's classics. And I don't mind. #ThankYouObama
Positive	I really like this remix of Yeah. #ThankYouObama
Positive	Let's all thank Prez Obama for 8yrs of progress #ThankYouObama #1stBlackPresident #MyPresidentisBLACK… 
Positive	@flotus has been the best, I'm trying not to miss her yet. #ThankYouObama 
Positive	THANK YOU, MR. PRESIDENT 
Positive	In 2015, the poverty rate for US families was 10.4 percent, the lowest level since 2008. #ThankYouObama 
Positive	Fuel efficiency of vehicles improving rapidly, reducing pollution, hurting fossil fuel industry.#ThankYouObama 
Positive	Unemployment fell to 4.9 %. Americans are earning more, too: The median household income rose to $56,516, a 5.2 % i… 
Negative	Yes we can became hate your neighbor. I am disgusted by our prez and vp elect. #thankyouobama #unclejoe #lovetrumpshate #dontbesilent
Positive	"Michelle said ""this is my song!"" #ThankYouObama"
Positive	Jasmin Guy! (I don't know what that dance was) #ThankYouObama
Negative	Please Obama don't get involved n this mess cried 2days no work over mad man trump let CNN ,NYT FBI deal with this poison #ThankYouObama
Positive	#DumpTrump #WillMissObama #ThankYouObama gets 'choked up' presenting Ellen DeGeneres with Medal of Freedom – video 
Negative	#TrumpTransitionTeam#Chaotic#disorganizedSlow on - Uptickahhh..#MSM#Pollsters#Polls#usatodayI thinkU are… 
Neutral	#TrumpTransitionTeam Shorter --> 
Negative	#TrumpTransitionTeam This is like the opening of a dystopian satire.
Neutral	.@prchovanec That may be the only #Science/#Physics programs that receive any funding from #Trump administration |… 
Negative	@chrislhayes @Michelle_888 #TRUMPTRANSITIONTEAM ALL WITH HISTORY OF ANTISEMITISM AND SUCH... 
Positive	Great idea from @realDonaldTrump #trumptransitionteam 
Neutral	Pence Purges Lobbyists, Insiders From #TrumpTransitionTeam #ChrisChristie... 
Neutral	Director of National Intelligence James Clapper Resigns 
Negative	Arizona Democrat: 'We have a duty to treat Trump like the threat he is' 
Negative	#LandingTeams sounds like some sort of invasion force...at minimum an #AwayTeam on @StarTrek #TrumpTransitionTeam@FoxNews @ShepNewsTeam
Negative	To all Trumpsters...need a job? Contact the #TrumpTransitionTeam! #RotsaRuck!!!
Neutral	A Cartoon from The New Yorker  
Negative	#ButEvenIf #TrumpTransitionTeam #TellsLyingPress #Everything #LP #WillStillSpeculateInNegativeAboutTrump&Team #4BO&… 
Positive	So proud of way @realDonaldTrump & #trumpTransitionteam are molding strong leadership group for #America #TeamTrump #MakeAmericaGreatAgain
Negative	Starting to think Ben Carson didn't really bow out. They just didn't want him any longer or he couldn't stomach them. #trumptransitionteam
Positive	@realDonaldTrump More terrific news out of the #TrumpTransitionTeam.  Keep up the great work, ladies & gentlemen!… 
Neutral	I bet you ask yourself when #SarahPalin will join #TrumpTransitionTeam. She's already in, sewing the hoods for the… 
Negative	SingleTaken✓ Devastated by the recent election results & permanently flaccid thanks to the faces + policies behind #TrumpTransitionTeam
Positive	Welcome to the world according to #Trump #TrumpCabinet #TrumpTransition #TrumpTransitionTeam #TrumpTeam 
Negative	"My mom used to say,""Lay down with dogs, get up with fleas.""  Just sayin' .  #TrumpTransitionTeam #DrainTheSwamp"
Negative	#TrumpTransitionTeam It's not a government, it's a movement #RightWingRevolution #Fascism 
Positive	Prepare to be enlightened!  #TrumpWon #TrumpTransitionTeam @realDonaldTrump... 
Negative	Retweeted #TrumpTransitionTeam (@reagangalpal):#hamiltonmusical's auditions banned white... 
Neutral	Have ideas to share with #PresidentElectTrump and #TrumpTransitionTeam?  Here's the website that includes a... 
Positive	Hey #TrumpTransitionTeam thanks for the follow! We must do all we can to stop Soros and the establishment! follow me on gab.ai stopsorosnow.
Neutral	#TrumpTransitionTeam issues #Statement...Clearly, they never Met #Trump. 
Negative	BREAKING - Top Fox News Host to QUIT - to Work for Donald J. Trump #TrumpTransitionTeam #Fox News #POTUS @SEC_SAM  
Negative	#TrumpTransitionTeam Promises HATE CRIMES Will Rise No Accountability for Neither Police or Nazi Vigilantes… 
Neutral	Dear FP: Give #trumptransitionteam a chance FIRST> Will Foreign Aid Get Cut on Trump’s Chopping Block? 
Neutral	"#Uber Introduced a New Feature to ""Thank"" Your #Driver "
Negative	Who wants to work for #Uber after reading this from Business Insider UK? 
Positive	Just found out my #uber rating is 4.74. ...wtf...I am DELIGHTFUL. #5stars
Positive	Ride-sharing starts to change the way cities, urban landlords think about real estate #uber 
Neutral	Black is the new black Uber. #black #uber @ Myeong Dong - Seoul / 明洞 - 首爾 
Positive	Want to drive #Uber? Use my code when you sign up! DJQVU 
Neutral	#Uber for #Millennials who want an orchestra in their living rooms @AnilArjunK 
Negative	#Uber should try to solve their glitches with #BRTA restrictions and try ASAP for Uber availability in #Dhaka.
Positive	See how Uber drivers use weteak's software to track income and manage expenses! 
Neutral	These gas stations need to have some #blackfriday prices for #uber drivers #lbvs Use my link for $200 extra:… 
Positive	Exams done!!  Yay! Taking a drive and spending time in Blouberg :confetti_ball::woman_dancing:#MyMoments :camera: did somebodddyy say tequila??  Here I come!! Opa :revolving_hearts: #Uber baby
Negative	My sister blew up my phone this morning asking if I could pick her up at the airport at 11.... I'm not a morning person so I said no.. #uber
Positive	NYC celebrates free cabs! Go free on #Uber for mobile with credit code MIGUELT10. Hot promo.
Positive	#JustReleased!!!! #UBER by Boo Gotti stream free on #APPLEMUSIC and all retailers worldwide!!!!#BMT
Neutral	How does Lagos measure up to leading #Uber cities in Africa?. Read more: 
Positive	Why drive? Get where you're going with $50 in #FREE rides on #Lyft. Click here>>> 
Positive	After #Uber came with# UberWEDDINGS #Ola will let you listen to #AppleMusic, Watch #SonyLIV Movies… 
Positive	TGIF DRIVE #sensual #redlight #uber #uberlife #eyeswideshut #:eyes: #tgif #friday #look #mirrors #portrait #lights #pari… 
Neutral	#Uber [slides] #IoT and New Transportation | @ThingsExpo @JAdP #AI #ML #Sensors . Read more: 
Positive	You know it's #Friday when your #uber driver is playing #FeelTheBeat by Darude. #Trance #FridayFeeling
Negative	Horrible Uber Go trips! #UBER get the things sorted plz. #UberIndia
Neutral	Government at odds with itself over #Uber? 
Positive	Its a friday nite and most of you will be drinking now just make sure you do it at home or take an #uber or a #lyft
Neutral	Get $200 when you sigh up to Drive for #uber need partners in your #city No set hours 
Positive	Start riding at this point in time with #Uber Don't wait for the coming day.
Neutral	#Uber drivers in Mexico City are recording #airpollution  -- 
Negative	@Uber seriously? You are forcing us to always have you track your customers or the app does not work? That is a dea… 
Neutral	@lyonophon Yes, happened to me too. Enter #Uber and #CarToGo
Positive	#Uber #rolls out new #features in its #rider and #driver #app 
Neutral	Just making changes. #idmb is now tweeting. #idrivemybiz #uber #lyft 
Negative	.@Uber rival #Grab’s first CFO is leaving the company after just seven months - 
Positive	@donaltrumph1 Thanks for following us! We appreciate you being with us, and eager to share our passion for 3D printing with you
Neutral	@MFEUZ3 @jeffreyatucker @feeonline Only thing I disagree with is 3D printing. Nowhere close to efficiencies of large scale manufacturing.
Positive	@WarrenWhitlock My brother does 3D printing with metals.  Amazing.
Positive	@tabbydragon Not yet. I have a few books on how to do that, but lately, I've used 3D printing instead. Will use wires if I use clay again.
Neutral	Download Adventures in 3D Printing Limitless Possibilities and Profit Using 3D Printers Pdf 
Positive	Operated by Imura Works of Imura has been working to protect the freedom of gun rights and 3D printing workPlease support the activities!!
Positive	A French photographer has #3Dprinted a camera lens and maintained the quality of his photos - @TheTCTMagazine… 
Neutral	3D Printing with Easy Cheese / Cheez Whiz 
Positive	4D printing: Complex self-folding structures created with 3D printed shape memory polymers@Vimeo an 
Positive	How #prototype #manufacturing is helping the #environment 
Positive	The 3d printing Daily is out! 
Positive	Had a elfin' good time today with Colin. @ 3D Printing by Muckychris 
Neutral	Stratasys has been added - 
Neutral	Centuries-Old #Shipwreck Recreated with #3DPrinting — 
Positive	These Formula racing champs use 3D printing as a key part of their racing strategy. It's the perfect tool with only… 
Positive	@ccdc_cambridge An article that may interest you re. 3D printing of crystal structures 
Neutral	3D Printing: 3D printable OpenRC Formula 1 car hits the track with NinjaFlex tires 
Positive	We're already experimenting with more materials. - 3D_Fuel co-founder John Schneider 
Neutral	Cutting tool maker Sandvik looks to software, 3D printing to stay ahead.. Related Articles: 
Positive	Internet of Tents and 3D printing workshops with @mr_koz,@ajfisher, @geekscape and Andy Kitchen! #buzzconf 
Positive	wow... i found a way to load drawings into 3d printing software o-O 
Neutral	Once 3D printing goes exponential the face of manufacturing will change more dramatically than most people realise. 
Positive	Nice video, must watch it: 3D Printing YouTube Rings - wasLIVE 
Neutral	2016 hot Stylish Women/men 3D digital printing sku... USD 39.99➤ 
Positive	Australia's world-first 3D printing technology will soon be making jet engines in Europe 
Neutral	3D Printing Software – Who Are the Main Players? - Nanalyze 
Positive	3D-printing robots & #IoT are revolutionizing #manufacturing, which is directly impacting the #supplychain… 
Positive	Kids can join us this evening in the party room for some 3D printing!
Neutral	@shanselman when 3D printing metal is reasonably priced I'll be all over it to print bespoke parts. Do plastic parts stand up to daily use?
Positive	Had a fun day supervising primary school students on computer aided design and 3d printing :D #omgtech
Positive	Four new technologies impacting every business industry in the near future -the Leonardo DiCaprio -augmented reality -3D printing -robotics
Neutral	Seeing nature's true colours using 3D-printed nanostructures @NatureNews
Positive	happy thanksgiving to all fellow native americans @elizabethforma 
Negative	@NancyPelosi @SenSchumer @elizabethforma Why are we allowing Russia to run our country. Trump is unfit. This will g… 
Neutral	@RepKClark @realDonaldTrump @POTUS @elizabethforma save the taxpayer millions and print only dimes!
Positive	@elizabethforma    Go get em girl!!!!   :oncoming_fist_medium_skin_tone: 
Neutral	@thehill @freedomusa_ @elizabethforma that women is whacked!
Negative	@elizabethforma I am one of your constituents. Too late coming to the table and we won't forget that.  @maddow
Neutral	@elizabethforma Sen. Warren: Congressional action is warranted: 
Negative	@elizabethforma RACISM?? THAT'S ALL YOU GOT? UR THE RACIST! U DEMS R SCUM! EVERY BROKEN DOWN CITY IS RUN BY U LIBER… 
Positive	thankful that @elizabethforma / @SenWarren exists. not even my state senator, but she's amazing.
Negative	@ABHanner @ABFalecbaldwin @TheDemocrats @cnnbrk @SenSanders @elizabethforma how about the states Hillary won by less votes??? Them too?
Neutral	Hey @BernieSanders @elizabethforma Have you ever told your supporters about the 1st Thanksgiving?  
Negative	The US (most) and rest of free thinking world have regrets over DJT being pres elect. What you said on @elizabethforma is wrong @FactChek
Positive	#IAmThankfulFor @stiffasaward, theatre, @OU_Football, @okcthunder, William Shakespeare, @elizabethforma, @CoryBooker, & @repjimcooper
Negative	@BoldProgressive @elizabethforma and a corruption crisis. Lives are no longer lives, left control, no individual! Ashamed!
Neutral	@elizabethforma Please don't EVER give up your vigil on Trump. His security will cost us a fortune/inexperienced billionaires in the cabinet
Negative	@elizabethforma fakahontas at it again. Keep it up and u demorats will lose the next election
Negative	.@elizabethforma why haven't you condemned the dakota access pipeline yet?????
Neutral	@elizabethforma we need to know what you plan to DO about it. 
Negative	@SenWarren @elizabethforma  Actually you just described yourself; Idiotic and Disgusting! You look like a Fool! We ARE NOT PAYING YOU 4 THIS
Neutral	@BernieSanders @SenSanders @elizabethforma @SenateDems @LibDems#stand-up 2 #donaldtrump #conflictofinterest #befirm 
